ftitle,fsubtitle,btitle,bsubtitle,audio
"mainly,primarily",,主に,(おもに),[sound:主に.wav]
思わず,(おもわず),"unintentional,spontaneous",,[sound:思わず.wav]
"unintentional,spontaneous",,思わず,(おもわず),[sound:思わず.wav]
おや,,parents,,[sound:おや.wav]
parents,,おや,,[sound:おや.wav]
泳ぎ,(およぎ),swimming,,[sound:泳ぎ.wav]
swimming,,泳ぎ,(およぎ),[sound:泳ぎ.wav]
およそ,,"about,roughly,as a rule,approximately",,[sound:およそ.wav]
"about,roughly,as a rule,approximately",,およそ,,[sound:およそ.wav]
及ぼす,(およぼす),"to exert,to cause,to exercise",,[sound:及ぼす.wav]
"to exert,to cause,to exercise",,及ぼす,(およぼす),[sound:及ぼす.wav]
居る,(おる),"to be (animate),to be,to exist",,[sound:居る.wav]
"to be (animate),to be,to exist",,居る,(おる),[sound:居る.wav]
下す,(おろす),"to lower,to let go down",,[sound:下す.wav]
"to lower,to let go down",,下す,(おろす),[sound:下す.wav]
降ろす,(おろす),"to take down,to launch,to drop",,[sound:降ろす.wav]
"to take down,to launch,to drop",,降ろす,(おろす),[sound:降ろす.wav]
終,(おわり),the end,,[sound:終.wav]
the end,,終,(おわり),[sound:終.wav]
音,(おん),"sound,note",,[sound:音.wav]
"sound,note",,音,(おん),[sound:音.wav]
恩,(おん),"favour,obligation,debt of gratitude",,[sound:恩.wav]
"favour,obligation,debt of gratitude",,恩,(おん),[sound:恩.wav]
温暖,(おんだん),warmth,,[sound:温暖.wav]
warmth,,温暖,(おんだん),[sound:温暖.wav]
温度,(おんど),temperature,,[sound:温度.wav]
temperature,,温度,(おんど),[sound:温度.wav]
可,(か),passable,,[sound:可.wav]
passable,,可,(か),[sound:可.wav]
課,(か),counter for chapters (of a book),,[sound:課.wav]
counter for chapters (of a book),,課,(か),[sound:課.wav]
カー,,car,,[sound:カー.wav]
car,,カー,,[sound:カー.wav]
カード,,"card,curd",,[sound:カード.wav]
"card,curd",,カード,,[sound:カード.wav]
会,(かい),"meeting,assembly,party,association,club",,[sound:会.wav]
"meeting,assembly,party,association,club",,会,(かい),[sound:会.wav]
回,(かい),counter for occurrences,,[sound:回.wav]
counter for occurrences,,回,(かい),[sound:回.wav]
害,(がい),"injury,harm,evil influence,damage",,[sound:害.wav]
"injury,harm,evil influence,damage",,害,(がい),[sound:害.wav]
会員,(かいいん),"member,the membership",,[sound:会員.wav]
"member,the membership",,会員,(かいいん),[sound:会員.wav]
絵画,(かいが),picture,,[sound:絵画.wav]
picture,,絵画,(かいが),[sound:絵画.wav]
海外,(かいがい),"foreign,abroad,overseas",,[sound:海外.wav]
"foreign,abroad,overseas",,海外,(かいがい),[sound:海外.wav]
会計,(かいけい),"account,finance,accountant",,[sound:会計.wav]
"account,finance,accountant",,会計,(かいけい),[sound:会計.wav]
解決,(かいけつ),"settlement,solution,resolution",,[sound:解決.wav]
"settlement,solution,resolution",,解決,(かいけつ),[sound:解決.wav]
会合,(かいごう),"meeting,assembly",,[sound:会合.wav]
"meeting,assembly",,会合,(かいごう),[sound:会合.wav]
外交,(がいこう),diplomacy,,[sound:外交.wav]
diplomacy,,外交,(がいこう),[sound:外交.wav]
開始,(かいし),"start,commencement,beginning",,[sound:開始.wav]
"start,commencement,beginning",,開始,(かいし),[sound:開始.wav]
解釈,(かいしゃく),"explanation,interpretation",,[sound:解釈.wav]
"explanation,interpretation",,解釈,(かいしゃく),[sound:解釈.wav]
外出,(がいしゅつ),"outing,going out",,[sound:外出.wav]
"outing,going out",,外出,(がいしゅつ),[sound:外出.wav]
改善,(かいぜん),"betterment,improvement",,[sound:改善.wav]
"betterment,improvement",,改善,(かいぜん),[sound:改善.wav]
快適,(かいてき),"pleasant,agreeable,comfortable",,[sound:快適.wav]
"pleasant,agreeable,comfortable",,快適,(かいてき),[sound:快適.wav]
回復,(かいふく),"recovery (from illness),improvement,rehabilitation,restoration",,[sound:回復.wav]
"recovery (from illness),improvement,rehabilitation,restoration",,回復,(かいふく),[sound:回復.wav]
飼う,(かう),"to keep,to raise,to feed",,[sound:飼う.wav]
"to keep,to raise,to feed",,飼う,(かう),[sound:飼う.wav]
替える,(かえる),"to exchange,to interchange,to substitute,to replace",,[sound:替える.wav]
"to exchange,to interchange,to substitute,to replace",,替える,(かえる),[sound:替える.wav]
換える,(かえる),"to exchange,to interchange,to substitute,to replace",,[sound:換える.wav]
"to exchange,to interchange,to substitute,to replace",,換える,(かえる),[sound:換える.wav]
香り,(かおり),"aroma,fragrance,scent,smell",,[sound:香り.wav]
"aroma,fragrance,scent,smell",,香り,(かおり),[sound:香り.wav]
画家,(がか),"painter,artist",,[sound:画家.wav]
"painter,artist",,画家,(がか),[sound:画家.wav]
抱える,(かかえる),to hold or carry under or in the arms,,[sound:抱える.wav]
to hold or carry under or in the arms,,抱える,(かかえる),[sound:抱える.wav]
価格,(かかく),"price,value,cost",,[sound:価格.wav]
"price,value,cost",,価格,(かかく),[sound:価格.wav]
化学,(かがく),chemistry,,[sound:化学.wav]
chemistry,,化学,(かがく),[sound:化学.wav]
輝く,(かがやく),"to shine,to glitter,to sparkle",,[sound:輝く.wav]
"to shine,to glitter,to sparkle",,輝く,(かがやく),[sound:輝く.wav]
係,(かかり),"official,duty,person in charge",,[sound:係.wav]
"official,duty,person in charge",,係,(かかり),[sound:係.wav]
罹る,(かかる),to suffer from,,[sound:罹る.wav]
to suffer from,,罹る,(かかる),[sound:罹る.wav]
限る,(かぎる),"to restrict,to limit,to confine",,[sound:限る.wav]
"to restrict,to limit,to confine",,限る,(かぎる),[sound:限る.wav]
描く,(かく),"to draw,to paint,to sketch,to depict,to describe",,[sound:描く.wav]
"to draw,to paint,to sketch,to depict,to describe",,描く,(かく),[sound:描く.wav]
家具,(かぐ),furniture,,[sound:家具.wav]
furniture,,家具,(かぐ),[sound:家具.wav]
学,(がく),"learning,scholarship,erudition,knowledge",,[sound:学.wav]
"learning,scholarship,erudition,knowledge",,学,(がく),[sound:学.wav]
額,(がく),"forehead,brow",,[sound:額.wav]
"forehead,brow",,額,(がく),[sound:額.wav]
覚悟,(かくご),"resolution,resignation,readiness,preparedness",,[sound:覚悟.wav]
"resolution,resignation,readiness,preparedness",,覚悟,(かくご),[sound:覚悟.wav]
確実,(かくじつ),"certainty,reliability,soundness",,[sound:確実.wav]
"certainty,reliability,soundness",,確実,(かくじつ),[sound:確実.wav]
学者,(がくしゃ),scholar,,[sound:学者.wav]
scholar,,学者,(がくしゃ),[sound:学者.wav]
学習,(がくしゅう),"study,learning",,[sound:学習.wav]
"study,learning",,学習,(がくしゅう),[sound:学習.wav]
隠す,(かくす),"to hide,to conceal",,[sound:隠す.wav]
"to hide,to conceal",,隠す,(かくす),[sound:隠す.wav]
拡大,(かくだい),"magnification,enlargement",,[sound:拡大.wav]
"magnification,enlargement",,拡大,(かくだい),[sound:拡大.wav]
確認,(かくにん),"affirmation,confirmation",,[sound:確認.wav]
"affirmation,confirmation",,確認,(かくにん),[sound:確認.wav]
学問,(がくもん),"scholarship,study,learning",,[sound:学問.wav]
"scholarship,study,learning",,学問,(がくもん),[sound:学問.wav]
隠れる,(かくれる),"to hide,to be hidden,to conceal oneself,to disappear",,[sound:隠れる.wav]
"to hide,to be hidden,to conceal oneself,to disappear",,隠れる,(かくれる),[sound:隠れる.wav]
影,(かげ),"shade,shadow,other side",,[sound:影.wav]
"shade,shadow,other side",,影,(かげ),[sound:影.wav]
陰,(かげ),"shade,shadow,other side",,[sound:陰.wav]
"shade,shadow,other side",,陰,(かげ),[sound:陰.wav]
欠ける,(かける),to be lacking,,[sound:欠ける.wav]
to be lacking,,欠ける,(かける),[sound:欠ける.wav]
加減,(かげん),"addition and subtraction,allowance for",,[sound:加減.wav]
"addition and subtraction,allowance for",,加減,(かげん),[sound:加減.wav]
過去,(かこ),"the past,bygone days,the previous",,[sound:過去.wav]
"the past,bygone days,the previous",,過去,(かこ),[sound:過去.wav]
籠,(かご),"basket,cage",,[sound:籠.wav]
"basket,cage",,籠,(かご),[sound:籠.wav]
囲む,(かこむ),"to surround,to encircle",,[sound:囲む.wav]
"to surround,to encircle",,囲む,(かこむ),[sound:囲む.wav]
火災,(かさい),"conflagration,fire",,[sound:火災.wav]
"conflagration,fire",,火災,(かさい),[sound:火災.wav]
貸し,(かし),"loan,lending",,[sound:貸し.wav]
"loan,lending",,貸し,(かし),[sound:貸し.wav]
菓子,(かし),pastry,,[sound:菓子.wav]
pastry,,菓子,(かし),[sound:菓子.wav]
家事,(かじ),"housework,domestic chores",,[sound:家事.wav]
"housework,domestic chores",,家事,(かじ),[sound:家事.wav]
賢い,(かしこい),"wise,clever,smart",,[sound:賢い.wav]
"wise,clever,smart",,賢い,(かしこい),[sound:賢い.wav]
歌手,(かしゅ),singer,,[sound:歌手.wav]
singer,,歌手,(かしゅ),[sound:歌手.wav]
数,(かず),"number,figure",,[sound:数.wav]
"number,figure",,数,(かず),[sound:数.wav]
稼ぐ,(かせぐ),"to earn income,to labor",,[sound:稼ぐ.wav]
"to earn income,to labor",,稼ぐ,(かせぐ),[sound:稼ぐ.wav]
数える,(かぞえる),to count,,[sound:数える.wav]
to count,,数える,(かぞえる),[sound:数える.wav]
型,(かた),"mold,model,style,shape,data-type",,[sound:型.wav]
"mold,model,style,shape,data-type",,型,(かた),[sound:型.wav]
肩,(かた),shoulder,,[sound:肩.wav]
shoulder,,肩,(かた),[sound:肩.wav]
方々,(かたがた),"persons,this and that,here and there,everywhere",,[sound:方々.wav]
"persons,this and that,here and there,everywhere",,方々,(かたがた),[sound:方々.wav]
刀,(かたな),"sword,saber,knife,engraving tool",,[sound:刀.wav]
"sword,saber,knife,engraving tool",,刀,(かたな),[sound:刀.wav]
語る,(かたる),"to talk,to tell,to recite",,[sound:語る.wav]
"to talk,to tell,to recite",,語る,(かたる),[sound:語る.wav]
勝ち,(かち),"win,victory",,[sound:勝ち.wav]
"win,victory",,勝ち,(かち),[sound:勝ち.wav]
価値,(かち),"value,worth,merit",,[sound:価値.wav]
"value,worth,merit",,価値,(かち),[sound:価値.wav]
がっかり,,"feel disappointed,be dejected,lose heart",,[sound:がっかり.wav]
"feel disappointed,be dejected,lose heart",,がっかり,,[sound:がっかり.wav]
活気,(かっき),"energy,liveliness",,[sound:活気.wav]
"energy,liveliness",,活気,(かっき),[sound:活気.wav]
学期,(がっき),term (school),,[sound:学期.wav]
term (school),,学期,(がっき),[sound:学期.wav]
活動,(かつどう),"action,activity",,[sound:活動.wav]
"action,activity",,活動,(かつどう),[sound:活動.wav]
活用,(かつよう),"conjugation,practical use",,[sound:活用.wav]
"conjugation,practical use",,活用,(かつよう),[sound:活用.wav]
悲しむ,(かなしむ),"to be sad,to mourn for,to regret",,[sound:悲しむ.wav]
"to be sad,to mourn for,to regret",,悲しむ,(かなしむ),[sound:悲しむ.wav]
必ずしも,(かならずしも),"(not) always,(not) necessarily,(not) all,(not) entirely",,[sound:必ずしも.wav]
"(not) always,(not) necessarily,(not) all,(not) entirely",,必ずしも,(かならずしも),[sound:必ずしも.wav]
かなり,,"considerably,fairly,quite",,[sound:かなり.wav]
"considerably,fairly,quite",,かなり,,[sound:かなり.wav]
金,(かね),"(1) gold,(2) gold general (shogi) (abbr)",,[sound:金.wav]
"(1) gold,(2) gold general (shogi) (abbr)",,金,(かね),[sound:金.wav]
可能,(かのう),"possible,practicable,feasible",,[sound:可能.wav]
"possible,practicable,feasible",,可能,(かのう),[sound:可能.wav]
株,(かぶ),"share,stock,stump (of tree)",,[sound:株.wav]
"share,stock,stump (of tree)",,株,(かぶ),[sound:株.wav]
被る,(かぶる),to suffer,,[sound:被る.wav]
to suffer,,被る,(かぶる),[sound:被る.wav]
構う,(かまう),"to mind,to care about,to be concerned about",,[sound:構う.wav]
"to mind,to care about,to be concerned about",,構う,(かまう),[sound:構う.wav]
我慢,(がまん),"patience,endurance,perseverance",,[sound:我慢.wav]
"patience,endurance,perseverance",,我慢,(がまん),[sound:我慢.wav]
上,(かみ),"(1) first volume,(2) superior quality,(3) governmental",,[sound:上.wav]
"(1) first volume,(2) superior quality,(3) governmental",,上,(かみ),[sound:上.wav]
神,(かみ),god,,[sound:神.wav]
god,,神,(かみ),[sound:神.wav]
雷,(かみなり),thunder,,[sound:雷.wav]
thunder,,雷,(かみなり),[sound:雷.wav]
髪の毛,(かみのけ),hair (head),,[sound:髪の毛.wav]
hair (head),,髪の毛,(かみのけ),[sound:髪の毛.wav]
科目,(かもく),"(school) subject,curriculum,course",,[sound:科目.wav]
"(school) subject,curriculum,course",,科目,(かもく),[sound:科目.wav]
かもしれない,,"may,might,perhaps,may be,possibly",,[sound:かもしれない.wav]
"may,might,perhaps,may be,possibly",,かもしれない,,[sound:かもしれない.wav]
火曜,(かよう),(abbr) Tuesday,,[sound:火曜.wav]
(abbr) Tuesday,,火曜,(かよう),[sound:火曜.wav]
空,(から),sky,,[sound:空.wav]
sky,,空,(から),[sound:空.wav]
柄,(がら),"hilt (of a sword),haft (of a dagger),handgrip",,[sound:柄.wav]
"hilt (of a sword),haft (of a dagger),handgrip",,柄,(がら),[sound:柄.wav]
刈る,(かる),"to cut (hair),to mow (grass),to harvest",,[sound:刈る.wav]
"to cut (hair),to mow (grass),to harvest",,刈る,(かる),[sound:刈る.wav]
彼等,(かれら),they (usually male),,[sound:彼等.wav]
they (usually male),,彼等,(かれら),[sound:彼等.wav]
皮,(かわ),"skin,hide,leather,fur,pelt,bark,shell",,[sound:皮.wav]
"skin,hide,leather,fur,pelt,bark,shell",,皮,(かわ),[sound:皮.wav]
革,(かわ),leather,,[sound:革.wav]
leather,,革,(かわ),[sound:革.wav]
かわいそう,,"poor,pitiable,pathetic",,[sound:かわいそう.wav]
"poor,pitiable,pathetic",,かわいそう,,[sound:かわいそう.wav]
かわいらしい,,"lovely,sweet",,[sound:かわいらしい.wav]
"lovely,sweet",,かわいらしい,,[sound:かわいらしい.wav]
缶,(かん),"can,tin",,[sound:缶.wav]
"can,tin",,缶,(かん),[sound:缶.wav]
勘,(かん),"perception,intuition,the sixth sense",,[sound:勘.wav]
"perception,intuition,the sixth sense",,勘,(かん),[sound:勘.wav]
考え,(かんがえ),"thinking,thought,ideas,intention",,[sound:考え.wav]
"thinking,thought,ideas,intention",,考え,(かんがえ),[sound:考え.wav]
感覚,(かんかく),"sense,sensation",,[sound:感覚.wav]
"sense,sensation",,感覚,(かんかく),[sound:感覚.wav]
観客,(かんきゃく),"audience,spectator(s)",,[sound:観客.wav]
"audience,spectator(s)",,観客,(かんきゃく),[sound:観客.wav]
環境,(かんきょう),"environment,circumstance",,[sound:環境.wav]
"environment,circumstance",,環境,(かんきょう),[sound:環境.wav]
歓迎,(かんげい),"welcome,reception",,[sound:歓迎.wav]
"welcome,reception",,歓迎,(かんげい),[sound:歓迎.wav]
観光,(かんこう),sightseeing,,[sound:観光.wav]
sightseeing,,観光,(かんこう),[sound:観光.wav]
観察,(かんさつ),"observation,survey",,[sound:観察.wav]
"observation,survey",,観察,(かんさつ),[sound:観察.wav]
感じ,(かんじ),"feeling,sense,impression",,[sound:感じ.wav]
"feeling,sense,impression",,感じ,(かんじ),[sound:感じ.wav]
感謝,(かんしゃ),"thanks,gratitude",,[sound:感謝.wav]
"thanks,gratitude",,感謝,(かんしゃ),[sound:感謝.wav]
患者,(かんじゃ),a patient,,[sound:患者.wav]
a patient,,患者,(かんじゃ),[sound:患者.wav]
勘定,(かんじょう),"calculation,counting,consideration",,[sound:勘定.wav]
"calculation,counting,consideration",,勘定,(かんじょう),[sound:勘定.wav]
