ftitle,fsubtitle,btitle,bsubtitle,audio
the number of flat things,,枚数,(まいすう),[sound:枚数.wav]
毎度,(まいど),"each time,common service-sector greeting",,[sound:毎度.wav]
"each time,common service-sector greeting",,毎度,(まいど),[sound:毎度.wav]
マイナス,,minus,,[sound:マイナス.wav]
minus,,マイナス,,[sound:マイナス.wav]
巻く,(まく),"to wind,to coil,to roll",,[sound:巻く.wav]
"to wind,to coil,to roll",,巻く,(まく),[sound:巻く.wav]
蒔く,(まく),to sow (seeds),,[sound:蒔く.wav]
to sow (seeds),,蒔く,(まく),[sound:蒔く.wav]
撒く,(まく),"to scatter,to sprinkle,to sow",,[sound:撒く.wav]
"to scatter,to sprinkle,to sow",,撒く,(まく),[sound:撒く.wav]
枕,(まくら),"pillow,bolster",,[sound:枕.wav]
"pillow,bolster",,枕,(まくら),[sound:枕.wav]
曲げる,(まげる),"to bend,to crook,to lean",,[sound:曲げる.wav]
"to bend,to crook,to lean",,曲げる,(まげる),[sound:曲げる.wav]
まごまご,,confused,,[sound:まごまご.wav]
confused,,まごまご,,[sound:まごまご.wav]
摩擦,(まさつ),"friction,rubbing,rubdown,chafe",,[sound:摩擦.wav]
"friction,rubbing,rubdown,chafe",,摩擦,(まさつ),[sound:摩擦.wav]
混ざる,(まざる),"to be mixed,to be blended with,to associate with,to mingle with,to join",,[sound:混ざる.wav]
"to be mixed,to be blended with,to associate with,to mingle with,to join",,混ざる,(まざる),[sound:混ざる.wav]
交ざる,(まざる),"to be mixed,to be blended with,to associate with,to mingle with,to join",,[sound:交ざる.wav]
"to be mixed,to be blended with,to associate with,to mingle with,to join",,交ざる,(まざる),[sound:交ざる.wav]
混じる,(まじる),"to be mixed,to be blended with,to associate with",,[sound:混じる.wav]
"to be mixed,to be blended with,to associate with",,混じる,(まじる),[sound:混じる.wav]
交じる,(まじる),"to be mixed,to be blended with,to associate with",,[sound:交じる.wav]
"to be mixed,to be blended with,to associate with",,交じる,(まじる),[sound:交じる.wav]
マスク,,mask,,[sound:マスク.wav]
mask,,マスク,,[sound:マスク.wav]
混ぜる,(まぜる),"to mix,to stir",,[sound:混ぜる.wav]
"to mix,to stir",,混ぜる,(まぜる),[sound:混ぜる.wav]
交ぜる,(まぜる),"to be mixed,to be blended with",,[sound:交ぜる.wav]
"to be mixed,to be blended with",,交ぜる,(まぜる),[sound:交ぜる.wav]
またぐ,,to straddle,,[sound:またぐ.wav]
to straddle,,またぐ,,[sound:またぐ.wav]
又は,(または),"or,otherwise",,[sound:又は.wav]
"or,otherwise",,又は,(または),[sound:又は.wav]
待合室,(まちあいしつ),waiting room,,[sound:待合室.wav]
waiting room,,待合室,(まちあいしつ),[sound:待合室.wav]
待ち合わせる,(まちあわせる),"to rendezvous,to meet at a prearranged place and time",,[sound:待ち合わせる.wav]
"to rendezvous,to meet at a prearranged place and time",,待ち合わせる,(まちあわせる),[sound:待ち合わせる.wav]
街角,(まちかど),street corner,,[sound:街角.wav]
street corner,,街角,(まちかど),[sound:街角.wav]
真っ暗,(まっくら),"total darkness,shortsightedness,pitch dark",,[sound:真っ暗.wav]
"total darkness,shortsightedness,pitch dark",,真っ暗,(まっくら),[sound:真っ暗.wav]
真っ黒,(まっくろ),pitch black,,[sound:真っ黒.wav]
pitch black,,真っ黒,(まっくろ),[sound:真っ黒.wav]
真っ青,(まっさお),"deep blue,ghastly pale",,[sound:真っ青.wav]
"deep blue,ghastly pale",,真っ青,(まっさお),[sound:真っ青.wav]
真っ先,(まっさき),"the head,the foremost,beginning",,[sound:真っ先.wav]
"the head,the foremost,beginning",,真っ先,(まっさき),[sound:真っ先.wav]
真っ白,(まっしろ),pure white,,[sound:真っ白.wav]
pure white,,真っ白,(まっしろ),[sound:真っ白.wav]
祭る,(まつる),"to deify,to enshrine",,[sound:祭る.wav]
"to deify,to enshrine",,祭る,(まつる),[sound:祭る.wav]
窓口,(まどぐち),ticket window,,[sound:窓口.wav]
ticket window,,窓口,(まどぐち),[sound:窓口.wav]
纏まる,(まとまる),"to be collected,to be settled,to be in order",,[sound:纏まる.wav]
"to be collected,to be settled,to be in order",,纏まる,(まとまる),[sound:纏まる.wav]
纏める,(まとめる),"to put in order,to collect,to bring to a conclusion",,[sound:纏める.wav]
"to put in order,to collect,to bring to a conclusion",,纏める,(まとめる),[sound:纏める.wav]
真似る,(まねる),"to mimic,to imitate",,[sound:真似る.wav]
"to mimic,to imitate",,真似る,(まねる),[sound:真似る.wav]
まぶしい,,"dazzling,radiant",,[sound:まぶしい.wav]
"dazzling,radiant",,まぶしい,,[sound:まぶしい.wav]
まぶた,,eyelids,,[sound:まぶた.wav]
eyelids,,まぶた,,[sound:まぶた.wav]
マフラー,,"muffler,scarf",,[sound:マフラー.wav]
"muffler,scarf",,マフラー,,[sound:マフラー.wav]
間も無く,(まもなく),"soon,before long,in a short time",,[sound:間も無く.wav]
"soon,before long,in a short time",,間も無く,(まもなく),[sound:間も無く.wav]
マラソン,,marathon,,[sound:マラソン.wav]
marathon,,マラソン,,[sound:マラソン.wav]
稀,(まれ),"rare,seldom",,[sound:稀.wav]
"rare,seldom",,稀,(まれ),[sound:稀.wav]
回り道,(まわりみち),detour,,[sound:回り道.wav]
detour,,回り道,(まわりみち),[sound:回り道.wav]
満員,(まんいん),"full house,no vacancy,sold out",,[sound:満員.wav]
"full house,no vacancy,sold out",,満員,(まんいん),[sound:満員.wav]
マンション,,"large apartment,apartment house",,[sound:マンション.wav]
"large apartment,apartment house",,マンション,,[sound:マンション.wav]
満点,(まんてん),perfect score,,[sound:満点.wav]
perfect score,,満点,(まんてん),[sound:満点.wav]
見送る,(みおくる),"(1) to see off,to farewell,(2) to escort,(3) to let pass",,[sound:見送る.wav]
"(1) to see off,to farewell,(2) to escort,(3) to let pass",,見送る,(みおくる),[sound:見送る.wav]
見下ろす,(みおろす),"to overlook,to command a view of,to look down on something",,[sound:見下ろす.wav]
"to overlook,to command a view of,to look down on something",,見下ろす,(みおろす),[sound:見下ろす.wav]
見掛け,(みかけ),outward appearance,,[sound:見掛け.wav]
outward appearance,,見掛け,(みかけ),[sound:見掛け.wav]
三日月,(みかづき),"new moon,crescent moon",,[sound:三日月.wav]
"new moon,crescent moon",,三日月,(みかづき),[sound:三日月.wav]
岬,(みさき),cape (on coast),,[sound:岬.wav]
cape (on coast),,岬,(みさき),[sound:岬.wav]
みじめ,,"(arch) sad,pitiful,wretched",,[sound:みじめ.wav]
"(arch) sad,pitiful,wretched",,みじめ,,[sound:みじめ.wav]
ミシン,,sewing machine,,[sound:ミシン.wav]
sewing machine,,ミシン,,[sound:ミシン.wav]
店屋,(みせや),"store,shop",,[sound:店屋.wav]
"store,shop",,店屋,(みせや),[sound:店屋.wav]
見出し,(みだし),"heading,caption,subtitle,index",,[sound:見出し.wav]
"heading,caption,subtitle,index",,見出し,(みだし),[sound:見出し.wav]
道順,(みちじゅん),"itinerary,route",,[sound:道順.wav]
"itinerary,route",,道順,(みちじゅん),[sound:道順.wav]
見付かる,(みつかる),"to be found,to be discovered",,[sound:見付かる.wav]
"to be found,to be discovered",,見付かる,(みつかる),[sound:見付かる.wav]
見付ける,(みつける),"to be familiar,to discover,to detect",,[sound:見付ける.wav]
"to be familiar,to discover,to detect",,見付ける,(みつける),[sound:見付ける.wav]
みっともない,,"shameful,indecent",,[sound:みっともない.wav]
"shameful,indecent",,みっともない,,[sound:みっともない.wav]
見直す,(みなおす),"to look again,to get a better opinion of",,[sound:見直す.wav]
"to look again,to get a better opinion of",,見直す,(みなおす),[sound:見直す.wav]
見慣れる,(みなれる),"to become used to seeing,to be familiar with",,[sound:見慣れる.wav]
"to become used to seeing,to be familiar with",,見慣れる,(みなれる),[sound:見慣れる.wav]
醜い,(みにくい),ugly,,[sound:醜い.wav]
ugly,,醜い,(みにくい),[sound:醜い.wav]
実る,(みのる),"to bear fruit,to ripen",,[sound:実る.wav]
"to bear fruit,to ripen",,実る,(みのる),[sound:実る.wav]
身分,(みぶん),"social position,social status",,[sound:身分.wav]
"social position,social status",,身分,(みぶん),[sound:身分.wav]
見本,(みほん),sample,,[sound:見本.wav]
sample,,見本,(みほん),[sound:見本.wav]
見舞う,(みまう),"to ask after (health),to visit",,[sound:見舞う.wav]
"to ask after (health),to visit",,見舞う,(みまう),[sound:見舞う.wav]
未満,(みまん),"less than,insufficient",,[sound:未満.wav]
"less than,insufficient",,未満,(みまん),[sound:未満.wav]
名字,(みょうじ),"surname,family name",,[sound:名字.wav]
"surname,family name",,名字,(みょうじ),[sound:名字.wav]
ミリ,,"milli-,10^-3",,[sound:ミリ.wav]
"milli-,10^-3",,ミリ,,[sound:ミリ.wav]
診る,(みる),to examine (medical),,[sound:診る.wav]
to examine (medical),,診る,(みる),[sound:診る.wav]
民間,(みんかん),"private,civilian,civil,popular,folk,unofficial",,[sound:民間.wav]
"private,civilian,civil,popular,folk,unofficial",,民間,(みんかん),[sound:民間.wav]
民謡,(みんよう),"folk song,popular song",,[sound:民謡.wav]
"folk song,popular song",,民謡,(みんよう),[sound:民謡.wav]
向う,(むかう),"(v5u) to face,to go towards",,[sound:向う.wav]
"(v5u) to face,to go towards",,向う,(むかう),[sound:向う.wav]
剥く,(むく),"to peel,to skin,to pare,to hull",,[sound:剥く.wav]
"to peel,to skin,to pare,to hull",,剥く,(むく),[sound:剥く.wav]
無限,(むげん),infinite,,[sound:無限.wav]
infinite,,無限,(むげん),[sound:無限.wav]
無地,(むじ),"plain,unfigured",,[sound:無地.wav]
"plain,unfigured",,無地,(むじ),[sound:無地.wav]
蒸し暑い,(むしあつい),"humid,sultry",,[sound:蒸し暑い.wav]
"humid,sultry",,蒸し暑い,(むしあつい),[sound:蒸し暑い.wav]
矛盾,(むじゅん),"contradiction,inconsistency",,[sound:矛盾.wav]
"contradiction,inconsistency",,矛盾,(むじゅん),[sound:矛盾.wav]
蒸す,(むす),"to steam,to poultice,to be sultry",,[sound:蒸す.wav]
"to steam,to poultice,to be sultry",,蒸す,(むす),[sound:蒸す.wav]
無数,(むすう),"countless number,infinite number",,[sound:無数.wav]
"countless number,infinite number",,無数,(むすう),[sound:無数.wav]
紫,(むらさき),"purple colour,violet",,[sound:紫.wav]
"purple colour,violet",,紫,(むらさき),[sound:紫.wav]
群れ,(むれ),"group,crowd,flock,herd",,[sound:群れ.wav]
"group,crowd,flock,herd",,群れ,(むれ),[sound:群れ.wav]
姪,(めい),niece,,[sound:姪.wav]
niece,,姪,(めい),[sound:姪.wav]
名作,(めいさく),masterpiece,,[sound:名作.wav]
masterpiece,,名作,(めいさく),[sound:名作.wav]
名刺,(めいし),business card,,[sound:名刺.wav]
business card,,名刺,(めいし),[sound:名刺.wav]
名詞,(めいし),noun,,[sound:名詞.wav]
noun,,名詞,(めいし),[sound:名詞.wav]
名所,(めいしょ),famous place,,[sound:名所.wav]
famous place,,名所,(めいしょ),[sound:名所.wav]
命ずる,(めいずる),"to command,to appoint",,[sound:命ずる.wav]
"to command,to appoint",,命ずる,(めいずる),[sound:命ずる.wav]
迷信,(めいしん),superstition,,[sound:迷信.wav]
superstition,,迷信,(めいしん),[sound:迷信.wav]
名物,(めいぶつ),"famous product,special product,speciality",,[sound:名物.wav]
"famous product,special product,speciality",,名物,(めいぶつ),[sound:名物.wav]
銘々,(めいめい),"each,individual",,[sound:銘々.wav]
"each,individual",,銘々,(めいめい),[sound:銘々.wav]
目上,(めうえ),"superior(s),senior",,[sound:目上.wav]
"superior(s),senior",,目上,(めうえ),[sound:目上.wav]
メーター,,meter (clock),,[sound:メーター.wav]
meter (clock),,メーター,,[sound:メーター.wav]
恵まれる,(めぐまれる),"to be blessed with,to be rich in",,[sound:恵まれる.wav]
"to be blessed with,to be rich in",,恵まれる,(めぐまれる),[sound:恵まれる.wav]
巡る,(めぐる),to go around,,[sound:巡る.wav]
to go around,,巡る,(めぐる),[sound:巡る.wav]
目指す,(めざす),"to aim at,to have an eye on",,[sound:目指す.wav]
"to aim at,to have an eye on",,目指す,(めざす),[sound:目指す.wav]
目覚し,(めざまし),(abbr) alarm-clock,,[sound:目覚し.wav]
(abbr) alarm-clock,,目覚し,(めざまし),[sound:目覚し.wav]
目下,(めした),"at present,now",,[sound:目下.wav]
"at present,now",,目下,(めした),[sound:目下.wav]
目印,(めじるし),"mark,sign,landmark",,[sound:目印.wav]
"mark,sign,landmark",,目印,(めじるし),[sound:目印.wav]
目立つ,(めだつ),"to be conspicuous,to stand out",,[sound:目立つ.wav]
"to be conspicuous,to stand out",,目立つ,(めだつ),[sound:目立つ.wav]
めちゃくちゃ,,"absurd,unreasonable,excessive,messed up,spoiled,wreaked",,[sound:めちゃくちゃ.wav]
"absurd,unreasonable,excessive,messed up,spoiled,wreaked",,めちゃくちゃ,,[sound:めちゃくちゃ.wav]
めっきり,,remarkably,,[sound:めっきり.wav]
remarkably,,めっきり,,[sound:めっきり.wav]
めでたい,,"happy,simple soul,propitious,joyous",,[sound:めでたい.wav]
"happy,simple soul,propitious,joyous",,めでたい,,[sound:めでたい.wav]
メニュー,,menu,,[sound:メニュー.wav]
menu,,メニュー,,[sound:メニュー.wav]
めまい,,"dizziness,giddiness",,[sound:めまい.wav]
"dizziness,giddiness",,めまい,,[sound:めまい.wav]
目安,(めやす),"criterion,aim",,[sound:目安.wav]
"criterion,aim",,目安,(めやす),[sound:目安.wav]
免税,(めんぜい),"tax exemption,duty exemption",,[sound:免税.wav]
"tax exemption,duty exemption",,免税,(めんぜい),[sound:免税.wav]
面積,(めんせき),area,,[sound:面積.wav]
area,,面積,(めんせき),[sound:面積.wav]
面接,(めんせつ),interview,,[sound:面接.wav]
interview,,面接,(めんせつ),[sound:面接.wav]
面倒臭い,(めんどうくさい),"bother to do,tiresome",,[sound:面倒臭い.wav]
"bother to do,tiresome",,面倒臭い,(めんどうくさい),[sound:面倒臭い.wav]
儲かる,(もうかる),"to be profitable,to yield a profit",,[sound:儲かる.wav]
"to be profitable,to yield a profit",,儲かる,(もうかる),[sound:儲かる.wav]
儲ける,(もうける),"to get,to earn,to gain,to have (bear, beget) a child",,[sound:儲ける.wav]
"to get,to earn,to gain,to have (bear, beget) a child",,儲ける,(もうける),[sound:儲ける.wav]
申し訳ない,(もうしわけない),inexcusable,,[sound:申し訳ない.wav]
inexcusable,,申し訳ない,(もうしわけない),[sound:申し訳ない.wav]
モーター,,motor,,[sound:モーター.wav]
motor,,モーター,,[sound:モーター.wav]
木材,(もくざい),"lumber,timber,wood",,[sound:木材.wav]
"lumber,timber,wood",,木材,(もくざい),[sound:木材.wav]
目次,(もくじ),table of contents,,[sound:目次.wav]
table of contents,,目次,(もくじ),[sound:目次.wav]
潜る,(もぐる),"(1) to drive,to pass through,(2) to evade,to hide,(3) to dive (into or under water),to go undergroun",,[sound:潜る.wav]
"(1) to drive,to pass through,(2) to evade,to hide,(3) to dive (into or under water),to go undergroun",,潜る,(もぐる),[sound:潜る.wav]
もしかしたら,,"perhaps,maybe,by some chance",,[sound:もしかしたら.wav]
"perhaps,maybe,by some chance",,もしかしたら,,[sound:もしかしたら.wav]
もしかすると,,"perhaps,maybe,by some chance",,[sound:もしかすると.wav]
"perhaps,maybe,by some chance",,もしかすると,,[sound:もしかすると.wav]
もたれる,,"to lean against,to lean on,to recline on,to lie heavy (on the stomach)",,[sound:もたれる.wav]
"to lean against,to lean on,to recline on,to lie heavy (on the stomach)",,もたれる,,[sound:もたれる.wav]
モダン,,modern,,[sound:モダン.wav]
modern,,モダン,,[sound:モダン.wav]
餅,(もち),sticky rice cake,,[sound:餅.wav]
sticky rice cake,,餅,(もち),[sound:餅.wav]
もったいない,,"too good,more than one deserves,wasteful,sacrilegious,unworthy of",,[sound:もったいない.wav]
"too good,more than one deserves,wasteful,sacrilegious,unworthy of",,もったいない,,[sound:もったいない.wav]
