to guide,,案内,(あんない),[sound:案内.wav]
以下,(いか),less than,,[sound:以下.wav]
less than,,以下,(いか),[sound:以下.wav]
以外,(いがい),with the exception of,,[sound:以外.wav]
with the exception of,,以外,(いがい),[sound:以外.wav]
医学,(いがく),medical science,,[sound:医学.wav]
medical science,,医学,(いがく),[sound:医学.wav]
生きる,(いきる),to live,,[sound:生きる.wav]
to live,,生きる,(いきる),[sound:生きる.wav]
意見,(いけん),opinion,,[sound:意見.wav]
opinion,,意見,(いけん),[sound:意見.wav]
石,(いし),stone,,[sound:石.wav]
stone,,石,(いし),[sound:石.wav]
いじめる,,to tease,,[sound:いじめる.wav]
to tease,,いじめる,,[sound:いじめる.wav]
以上,(いじょう),"more than,this is all",,[sound:以上.wav]
"more than,this is all",,以上,(いじょう),[sound:以上.wav]
急ぐ,(いそぐ),to hurry,,[sound:急ぐ.wav]
to hurry,,急ぐ,(いそぐ),[sound:急ぐ.wav]
致す,(いたす),(humble) to do,,[sound:致す.wav]
(humble) to do,,致す,(いたす),[sound:致す.wav]
いただく,,(humble) to receive,,[sound:いただく.wav]
(humble) to receive,,いただく,,[sound:いただく.wav]
一度,(いちど),once,,[sound:一度.wav]
once,,一度,(いちど),[sound:一度.wav]
一生懸命,(いっしょうけんめい),with utmost effort,,[sound:一生懸命.wav]
with utmost effort,,一生懸命,(いっしょうけんめい),[sound:一生懸命.wav]
一杯,(いっぱい),full,,[sound:一杯.wav]
full,,一杯,(いっぱい),[sound:一杯.wav]
糸,(いと),thread,,[sound:糸.wav]
thread,,糸,(いと),[sound:糸.wav]
以内,(いない),within,,[sound:以内.wav]
within,,以内,(いない),[sound:以内.wav]
田舎,(いなか),countryside,,[sound:田舎.wav]
countryside,,田舎,(いなか),[sound:田舎.wav]
祈る,(いのる),to pray,,[sound:祈る.wav]
to pray,,祈る,(いのる),[sound:祈る.wav]
いらっしゃる,,"(respectful) to be,to come or to go",,[sound:いらっしゃる.wav]
"(respectful) to be,to come or to go",,いらっしゃる,,[sound:いらっしゃる.wav]
植える,(うえる),"to plant,to grow",,[sound:植える.wav]
"to plant,to grow",,植える,(うえる),[sound:植える.wav]
伺う,(うかがう),to visit,,[sound:伺う.wav]
to visit,,伺う,(うかがう),[sound:伺う.wav]
受付,(うけつけ),receipt,,[sound:受付.wav]
receipt,,受付,(うけつけ),[sound:受付.wav]
受ける,(うける),to take a lesson or test,,[sound:受ける.wav]
to take a lesson or test,,受ける,(うける),[sound:受ける.wav]
動く,(うごく),to move,,[sound:動く.wav]
to move,,動く,(うごく),[sound:動く.wav]
嘘,(うそ),a lie,,[sound:嘘.wav]
a lie,,嘘,(うそ),[sound:嘘.wav]
内,(うち),within,,[sound:内.wav]
within,,内,(うち),[sound:内.wav]
打つ,(うつ),to hit,,[sound:打つ.wav]
to hit,,打つ,(うつ),[sound:打つ.wav]
美しい,(うつくしい),beautiful,,[sound:美しい.wav]
beautiful,,美しい,(うつくしい),[sound:美しい.wav]
写す,(うつす),to copy or photograph,,[sound:写す.wav]
to copy or photograph,,写す,(うつす),[sound:写す.wav]
移る,(うつる),to move house or transfer,,[sound:移る.wav]
to move house or transfer,,移る,(うつる),[sound:移る.wav]
腕,(うで),arm,,[sound:腕.wav]
arm,,腕,(うで),[sound:腕.wav]
上手い,(うまい),delicious,,[sound:上手い.wav]
delicious,,上手い,(うまい),[sound:上手い.wav]
裏,(うら),reverse side,,[sound:裏.wav]
reverse side,,裏,(うら),[sound:裏.wav]
売り場,(うりば),place where things are sold,,[sound:売り場.wav]
place where things are sold,,売り場,(うりば),[sound:売り場.wav]
うれしい,,glad,,[sound:うれしい.wav]
glad,,うれしい,,[sound:うれしい.wav]
うん,,(informal) yes,,[sound:うん.wav]
(informal) yes,,うん,,[sound:うん.wav]
運転,(うんてん),to drive,,[sound:運転.wav]
to drive,,運転,(うんてん),[sound:運転.wav]
運転手,(うんてんしゅ),driver,,[sound:運転手.wav]
driver,,運転手,(うんてんしゅ),[sound:運転手.wav]
運動,(うんどう),to exercise,,[sound:運動.wav]
to exercise,,運動,(うんどう),[sound:運動.wav]
エスカレーター,,escalator,,[sound:エスカレーター.wav]
escalator,,エスカレーター,,[sound:エスカレーター.wav]
枝,(えだ),"branch, twig",,[sound:枝.wav]
"branch, twig",,枝,(えだ),[sound:枝.wav]
選ぶ,(えらぶ),to choose,,[sound:選ぶ.wav]
to choose,,選ぶ,(えらぶ),[sound:選ぶ.wav]
遠慮,(えんりょ),"to be reserved, to be restrained",,[sound:遠慮.wav]
"to be reserved, to be restrained",,遠慮,(えんりょ),[sound:遠慮.wav]
おいでになる,,(respectful) to be,,[sound:おいでになる.wav]
(respectful) to be,,おいでになる,,[sound:おいでになる.wav]
お祝い,(おいわい),congratulation,,[sound:お祝い.wav]
congratulation,,お祝い,(おいわい),[sound:お祝い.wav]
オートバイ,,motorcycle,,[sound:オートバイ.wav]
motorcycle,,オートバイ,,[sound:オートバイ.wav]
おかげ,,owing to,,[sound:おかげ.wav]
owing to,,おかげ,,[sound:おかげ.wav]
おかしい,,strange or funny,,[sound:おかしい.wav]
strange or funny,,おかしい,,[sound:おかしい.wav]
億,(おく),one hundred million,,[sound:億.wav]
one hundred million,,億,(おく),[sound:億.wav]
屋上,(おくじょう),rooftop,,[sound:屋上.wav]
rooftop,,屋上,(おくじょう),[sound:屋上.wav]
贈り物,(おくりもの),gift,,[sound:贈り物.wav]
gift,,贈り物,(おくりもの),[sound:贈り物.wav]
送る,(おくる),to send,,[sound:送る.wav]
to send,,送る,(おくる),[sound:送る.wav]
遅れる,(おくれる),to be late,,[sound:遅れる.wav]
to be late,,遅れる,(おくれる),[sound:遅れる.wav]
起す,(おこす),to wake,,[sound:起す.wav]
to wake,,起す,(おこす),[sound:起す.wav]
行う,(おこなう),to do,,[sound:行う.wav]
to do,,行う,(おこなう),[sound:行う.wav]
怒る,(おこる),"to get angry,to be angry",,[sound:怒る.wav]
"to get angry,to be angry",,怒る,(おこる),[sound:怒る.wav]
押し入れ,(おしいれ),closet,,[sound:押し入れ.wav]
closet,,押し入れ,(おしいれ),[sound:押し入れ.wav]
お嬢さん,(おじょうさん),young lady,,[sound:お嬢さん.wav]
young lady,,お嬢さん,(おじょうさん),[sound:お嬢さん.wav]
お宅,(おたく),(polite) your house,,[sound:お宅.wav]
(polite) your house,,お宅,(おたく),[sound:お宅.wav]
落る,(おちる),to fall or drop,,[sound:落る.wav]
to fall or drop,,落る,(おちる),[sound:落る.wav]
おっしゃる,,(respectful) to say,,[sound:おっしゃる.wav]
(respectful) to say,,おっしゃる,,[sound:おっしゃる.wav]
夫,(おっと),husband,,[sound:夫.wav]
husband,,夫,(おっと),[sound:夫.wav]
おつり,,"change from purchase, balance",,[sound:おつり.wav]
"change from purchase, balance",,おつり,,[sound:おつり.wav]
音,(おと),"sound,note",,[sound:音.wav]
"sound,note",,音,(おと),[sound:音.wav]
落す,(おとす),to drop,,[sound:落す.wav]
to drop,,落す,(おとす),[sound:落す.wav]
踊り,(おどり),a dance,,[sound:踊り.wav]
a dance,,踊り,(おどり),[sound:踊り.wav]
踊る,(おどる),to dance,,[sound:踊る.wav]
to dance,,踊る,(おどる),[sound:踊る.wav]
驚く,(おどろく),to be surprised,,[sound:驚く.wav]
to be surprised,,驚く,(おどろく),[sound:驚く.wav]
お祭り,(おまつり),festival,,[sound:お祭り.wav]
festival,,お祭り,(おまつり),[sound:お祭り.wav]
お見舞い,(おみまい),"calling on someone who is ill,enquiry",,[sound:お見舞い.wav]
"calling on someone who is ill,enquiry",,お見舞い,(おみまい),[sound:お見舞い.wav]
お土産,(おみやげ),souvenir,,[sound:お土産.wav]
souvenir,,お土産,(おみやげ),[sound:お土産.wav]
思い出す,(おもいだす),to remember,,[sound:思い出す.wav]
to remember,,思い出す,(おもいだす),[sound:思い出す.wav]
思う,(おもう),"to think,to feel",,[sound:思う.wav]
"to think,to feel",,思う,(おもう),[sound:思う.wav]
おもちゃ,,toy,,[sound:おもちゃ.wav]
toy,,おもちゃ,,[sound:おもちゃ.wav]
表,(おもて),the front,,[sound:表.wav]
the front,,表,(おもて),[sound:表.wav]
親,(おや),parents,,[sound:親.wav]
parents,,親,(おや),[sound:親.wav]
下りる,(おりる),to get off,,[sound:下りる.wav]
to get off,,下りる,(おりる),[sound:下りる.wav]
折る,(おる),to break or to fold,,[sound:折る.wav]
to break or to fold,,折る,(おる),[sound:折る.wav]
お礼,(おれい),expression of gratitude,,[sound:お礼.wav]
expression of gratitude,,お礼,(おれい),[sound:お礼.wav]
折れる,(おれる),to break or be folded,,[sound:折れる.wav]
to break or be folded,,折れる,(おれる),[sound:折れる.wav]
終わり,(おわり),the end,,[sound:終わり.wav]
the end,,終わり,(おわり),[sound:終わり.wav]
カーテン,,curtain,,[sound:カーテン.wav]
curtain,,カーテン,,[sound:カーテン.wav]
海岸,(かいがん),coast,,[sound:海岸.wav]
coast,,海岸,(かいがん),[sound:海岸.wav]
会議,(かいぎ),meeting,,[sound:会議.wav]
meeting,,会議,(かいぎ),[sound:会議.wav]
会議室,(かいぎしつ),meeting room,,[sound:会議室.wav]
meeting room,,会議室,(かいぎしつ),[sound:会議室.wav]
会場,(かいじょう),assembly hall or meeting place,,[sound:会場.wav]
assembly hall or meeting place,,会場,(かいじょう),[sound:会場.wav]
会話,(かいわ),conversation,,[sound:会話.wav]
conversation,,会話,(かいわ),[sound:会話.wav]
帰り,(かえり),return,,[sound:帰り.wav]
return,,帰り,(かえり),[sound:帰り.wav]
変える,(かえる),to change,,[sound:変える.wav]
to change,,変える,(かえる),[sound:変える.wav]
科学,(かがく),science,,[sound:科学.wav]
science,,科学,(かがく),[sound:科学.wav]
鏡,(かがみ),mirror,,[sound:鏡.wav]
mirror,,鏡,(かがみ),[sound:鏡.wav]
飾る,(かざる),to decorate,,[sound:飾る.wav]
to decorate,,飾る,(かざる),[sound:飾る.wav]
火事,(かじ),fire,,[sound:火事.wav]
fire,,火事,(かじ),[sound:火事.wav]
ガス,,petrol,,[sound:ガス.wav]
petrol,,ガス,,[sound:ガス.wav]
ガソリン,,petrol,,[sound:ガソリン.wav]
petrol,,ガソリン,,[sound:ガソリン.wav]
ガソリンスタンド,,petrol station,,[sound:ガソリンスタンド.wav]
petrol station,,ガソリンスタンド,,[sound:ガソリンスタンド.wav]
堅い,(かたい),hard,,[sound:堅い.wav]
hard,,堅い,(かたい),[sound:堅い.wav]
硬い,(かたい),hard,,[sound:硬い.wav]
hard,,硬い,(かたい),[sound:硬い.wav]
固い,(かたい),hard,,[sound:固い.wav]
hard,,固い,(かたい),[sound:固い.wav]
形,(かたち),shape,,[sound:形.wav]
shape,,形,(かたち),[sound:形.wav]
片付ける,(かたづける),to tidy up,,[sound:片付ける.wav]
to tidy up,,片付ける,(かたづける),[sound:片付ける.wav]
課長,(かちょう),section manager,,[sound:課長.wav]
section manager,,課長,(かちょう),[sound:課長.wav]
勝つ,(かつ),to win,,[sound:勝つ.wav]
to win,,勝つ,(かつ),[sound:勝つ.wav]
格好,(かっこう),appearance,,[sound:格好.wav]
appearance,,格好,(かっこう),[sound:格好.wav]
家内,(かない),housewife,,[sound:家内.wav]
housewife,,家内,(かない),[sound:家内.wav]
悲しい,(かなしい),sad,,[sound:悲しい.wav]
sad,,悲しい,(かなしい),[sound:悲しい.wav]
必ず,(かならず),"certainly,necessarily",,[sound:必ず.wav]
"certainly,necessarily",,必ず,(かならず),[sound:必ず.wav]
お金持ち,(おかねもち),rich man,,[sound:お金持ち.wav]
rich man,,お金持ち,(おかねもち),[sound:お金持ち.wav]
金持ち,(かねもち),rich man,,[sound:金持ち.wav]
rich man,,金持ち,(かねもち),[sound:金持ち.wav]
彼女,(かのじょ),"she,girlfriend",,[sound:彼女.wav]
"she,girlfriend",,彼女,(かのじょ),[sound:彼女.wav]
壁,(かべ),wall,,[sound:壁.wav]
wall,,壁,(かべ),[sound:壁.wav]
かまう,,to mind,,[sound:かまう.wav]
to mind,,かまう,,[sound:かまう.wav]
髪,(かみ),hair,,[sound:髪.wav]
hair,,髪,(かみ),[sound:髪.wav]
噛む,(かむ),"to bite,to chew",,[sound:噛む.wav]
"to bite,to chew",,噛む,(かむ),[sound:噛む.wav]
通う,(かよう),to commute,,[sound:通う.wav]
to commute,,通う,(かよう),[sound:通う.wav]
ガラス,,a glass pane,,[sound:ガラス.wav]
a glass pane,,ガラス,,[sound:ガラス.wav]
彼,(かれ),"he,boyfriend",,[sound:彼.wav]
"he,boyfriend",,彼,(かれ),[sound:彼.wav]
彼ら,(かれら),they,,[sound:彼ら.wav]
they,,彼ら,(かれら),[sound:彼ら.wav]
乾く,(かわく),to get dry,,[sound:乾く.wav]
to get dry,,乾く,(かわく),[sound:乾く.wav]
代わり,(かわり),"substitute,alternate",,[sound:代わり.wav]
"substitute,alternate",,代わり,(かわり),[sound:代わり.wav]
変わる,(かわる),to change,,[sound:変わる.wav]
to change,,変わる,(かわる),[sound:変わる.wav]
考える,(かんがえる),to consider,,[sound:考える.wav]
to consider,,考える,(かんがえる),[sound:考える.wav]
関係,(かんけい),relationship,,[sound:関係.wav]
relationship,,関係,(かんけい),[sound:関係.wav]
看護婦,(かんごふ),female nurse,,[sound:看護婦.wav]
female nurse,,看護婦,(かんごふ),[sound:看護婦.wav]
簡単,(かんたん),simple,,[sound:簡単.wav]
simple,,簡単,(かんたん),[sound:簡単.wav]
気,(き),"spirit,mood",,[sound:気.wav]
"spirit,mood",,気,(き),[sound:気.wav]
機会,(きかい),opportunity,,[sound:機会.wav]
opportunity,,機会,(きかい),[sound:機会.wav]
危険,(きけん),danger,,[sound:危険.wav]
danger,,危険,(きけん),[sound:危険.wav]
聞こえる,(きこえる),to be heard,,[sound:聞こえる.wav]
to be heard,,聞こえる,(きこえる),[sound:聞こえる.wav]
汽車,(きしゃ),steam train,,[sound:汽車.wav]
steam train,,汽車,(きしゃ),[sound:汽車.wav]
技術,(ぎじゅつ),"art,technology,skill",,[sound:技術.wav]
"art,technology,skill",,技術,(ぎじゅつ),[sound:技術.wav]
季節,(きせつ),season,,[sound:季節.wav]
season,,季節,(きせつ),[sound:季節.wav]
規則,(きそく),regulations,,[sound:規則.wav]
regulations,,規則,(きそく),[sound:規則.wav]
きっと,,surely,,[sound:きっと.wav]
surely,,きっと,,[sound:きっと.wav]
絹,(きぬ),silk,,[sound:絹.wav]
silk,,絹,(きぬ),[sound:絹.wav]
厳しい,(きびしい),strict,,[sound:厳しい.wav]
strict,,厳しい,(きびしい),[sound:厳しい.wav]
気分,(きぶん),mood,,[sound:気分.wav]
mood,,気分,(きぶん),[sound:気分.wav]
決る,(きまる),to be decided,,[sound:決る.wav]
to be decided,,決る,(きまる),[sound:決る.wav]
君,(きみ),(informal) You (used by men towards women),,[sound:君.wav]
(informal) You (used by men towards women),,君,(きみ),[sound:君.wav]
決める,(きめる),to decide,,[sound:決める.wav]
to decide,,決める,(きめる),[sound:決める.wav]
気持ち,(きもち),"feeling,mood",,[sound:気持ち.wav]
"feeling,mood",,気持ち,(きもち),[sound:気持ち.wav]
着物,(きもの),kimono,,[sound:着物.wav]
kimono,,着物,(きもの),[sound:着物.wav]
客,(きゃく),"guest,customer",,[sound:客.wav]
"guest,customer",,客,(きゃく),[sound:客.wav]
急,(きゅう),"urgent, steep",,[sound:急.wav]
"urgent, steep",,急,(きゅう),[sound:急.wav]
急行,(きゅうこう),"speedy, express",,[sound:急行.wav]
"speedy, express",,急行,(きゅうこう),[sound:急行.wav]
教育,(きょういく),education,,[sound:教育.wav]
education,,教育,(きょういく),[sound:教育.wav]
教会,(きょうかい),church,,[sound:教会.wav]
church,,教会,(きょうかい),[sound:教会.wav]
競争,(きょうそう),competition,,[sound:競争.wav]
competition,,競争,(きょうそう),[sound:競争.wav]
興味,(きょうみ),an interest,,[sound:興味.wav]
an interest,,興味,(きょうみ),[sound:興味.wav]
近所,(きんじょ),neighbourhood,,[sound:近所.wav]
neighbourhood,,近所,(きんじょ),[sound:近所.wav]
具合,(ぐあい),"condition,health",,[sound:具合.wav]
"condition,health",,具合,(ぐあい),[sound:具合.wav]
空気,(くうき),"air,atmosphere",,[sound:空気.wav]
"air,atmosphere",,空気,(くうき),[sound:空気.wav]
空港,(くうこう),airport,,[sound:空港.wav]
airport,,空港,(くうこう),[sound:空港.wav]
草,(くさ),grass,,[sound:草.wav]
grass,,草,(くさ),[sound:草.wav]
くださる,,(respectful) to give,,[sound:くださる.wav]
(respectful) to give,,くださる,,[sound:くださる.wav]
首,(くび),neck,,[sound:首.wav]
neck,,首,(くび),[sound:首.wav]
雲,(くも),cloud,,[sound:雲.wav]
cloud,,雲,(くも),[sound:雲.wav]
比べる,(くらべる),to compare,,[sound:比べる.wav]
to compare,,比べる,(くらべる),[sound:比べる.wav]
呉れる,(くれる),to give,,[sound:呉れる.wav]
to give,,呉れる,(くれる),[sound:呉れる.wav]
暮れる,(くれる),"to get dark,to come to an end",,[sound:暮れる.wav]
"to get dark,to come to an end",,暮れる,(くれる),[sound:暮れる.wav]
君,(くん),suffix for familiar young male,,[sound:君.wav]
suffix for familiar young male,,君,(くん),[sound:君.wav]
毛,(け),hair or fur,,[sound:毛.wav]
hair or fur,,毛,(け),[sound:毛.wav]
計画,(けいかく),to plan,,[sound:計画.wav]
to plan,,計画,(けいかく),[sound:計画.wav]
経験,(けいけん),to experience,,[sound:経験.wav]
to experience,,経験,(けいけん),[sound:経験.wav]
経済,(けいざい),"finance,economy",,[sound:経済.wav]
"finance,economy",,経済,(けいざい),[sound:経済.wav]
警察,(けいさつ),police,,[sound:警察.wav]
police,,警察,(けいさつ),[sound:警察.wav]
ケーキ,,cake,,[sound:ケーキ.wav]
cake,,ケーキ,,[sound:ケーキ.wav]
怪我,(けが),to injure,,[sound:怪我.wav]
to injure,,怪我,(けが),[sound:怪我.wav]
景色,(けしき),"scene,landscape",,[sound:景色.wav]
"scene,landscape",,景色,(けしき),[sound:景色.wav]
消しゴム,(けしゴム),eraser,,[sound:消しゴム.wav]
eraser,,消しゴム,(けしゴム),[sound:消しゴム.wav]
下宿,(げしゅく),lodging,,[sound:下宿.wav]
lodging,,下宿,(げしゅく),[sound:下宿.wav]
決して,(けっして),never,,[sound:決して.wav]
never,,決して,(けっして),[sound:決して.wav]
けれど,,however,,[sound:けれど.wav]
however,,けれど,,[sound:けれど.wav]
けれども,,however,,[sound:けれども.wav]
however,,けれども,,[sound:けれども.wav]
原因,(げんいん),"cause,source",,[sound:原因.wav]
"cause,source",,原因,(げんいん),[sound:原因.wav]
喧嘩,(けんか),to quarrel,,[sound:喧嘩.wav]
to quarrel,,喧嘩,(けんか),[sound:喧嘩.wav]
研究,(けんきゅう),research,,[sound:研究.wav]
research,,研究,(けんきゅう),[sound:研究.wav]
研究室,(けんきゅうしつ),"study room,laboratory",,[sound:研究室.wav]
"study room,laboratory",,研究室,(けんきゅうしつ),[sound:研究室.wav]
見物,(けんぶつ),sightseeing,,[sound:見物.wav]
sightseeing,,見物,(けんぶつ),[sound:見物.wav]
子,(こ),child,,[sound:子.wav]
child,,子,(こ),[sound:子.wav]
斯う,(こう),this way,,[sound:斯う.wav]
this way,,斯う,(こう),[sound:斯う.wav]
郊外,(こうがい),outskirts,,[sound:郊外.wav]
outskirts,,郊外,(こうがい),[sound:郊外.wav]
講義,(こうぎ),lecture,,[sound:講義.wav]
lecture,,講義,(こうぎ),[sound:講義.wav]
工業,(こうぎょう),the manufacturing industry,,[sound:工業.wav]
the manufacturing industry,,工業,(こうぎょう),[sound:工業.wav]
高校,(こうこう),high school,,[sound:高校.wav]
high school,,高校,(こうこう),[sound:高校.wav]
高校生,(こうこうせい),high school student,,[sound:高校生.wav]
high school student,,高校生,(こうこうせい),[sound:高校生.wav]
工場,(こうじょう),factory,,[sound:工場.wav]
factory,,工場,(こうじょう),[sound:工場.wav]
校長,(こうちょう),headmaster,,[sound:校長.wav]
headmaster,,校長,(こうちょう),[sound:校長.wav]
交通,(こうつう),"traffic,transportation",,[sound:交通.wav]
"traffic,transportation",,交通,(こうつう),[sound:交通.wav]
講堂,(こうどう),auditorium,,[sound:講堂.wav]
auditorium,,講堂,(こうどう),[sound:講堂.wav]
高等学校,(こうとうがっこう),high school,,[sound:高等学校.wav]
high school,,高等学校,(こうとうがっこう),[sound:高等学校.wav]
公務員,(こうむいん),government worker,,[sound:公務員.wav]
government worker,,公務員,(こうむいん),[sound:公務員.wav]
国際,(こくさい),international,,[sound:国際.wav]
international,,国際,(こくさい),[sound:国際.wav]
心,(こころ),"core,heart",,[sound:心.wav]
"core,heart",,心,(こころ),[sound:心.wav]
御主人,(ごしゅじん),(honorable) your husband,,[sound:御主人.wav]
(honorable) your husband,,御主人,(ごしゅじん),[sound:御主人.wav]
故障,(こしょう),to break-down,,[sound:故障.wav]
to break-down,,故障,(こしょう),[sound:故障.wav]
ご存じ,(ごぞんじ),"knowing,acquaintance",,[sound:ご存じ.wav]
"knowing,acquaintance",,ご存じ,(ごぞんじ),[sound:ご存じ.wav]
答,(こたえ),response,,[sound:答.wav]
response,,答,(こたえ),[sound:答.wav]
ごちそう,,a feast,,[sound:ごちそう.wav]
a feast,,ごちそう,,[sound:ごちそう.wav]
こと,,"thing,matter",,[sound:こと.wav]
"thing,matter",,こと,,[sound:こと.wav]
小鳥,(ことり),small bird,,[sound:小鳥.wav]
small bird,,小鳥,(ことり),[sound:小鳥.wav]
このあいだ,,"the other day,recently",,[sound:このあいだ.wav]
"the other day,recently",,このあいだ,,[sound:このあいだ.wav]
このごろ,,"these days,nowadays",,[sound:このごろ.wav]
"these days,nowadays",,このごろ,,[sound:このごろ.wav]
細かい,(こまかい),"small, fine",,[sound:細かい.wav]
"small, fine",,細かい,(こまかい),[sound:細かい.wav]
塵,(ごみ),rubbish,,[sound:塵.wav]
rubbish,,塵,(ごみ),[sound:塵.wav]
込む,(こむ),to be crowded,,[sound:込む.wav]
to be crowded,,込む,(こむ),[sound:込む.wav]
米,(こめ),uncooked rice,,[sound:米.wav]
uncooked rice,,米,(こめ),[sound:米.wav]
ごらんになる,,(respectful) to see,,[sound:ごらんになる.wav]
(respectful) to see,,ごらんになる,,[sound:ごらんになる.wav]
これから,,after this,,[sound:これから.wav]
after this,,これから,,[sound:これから.wav]
怖い,(こわい),frightening,,[sound:怖い.wav]
frightening,,怖い,(こわい),[sound:怖い.wav]
壊す,(こわす),to break,,[sound:壊す.wav]
to break,,壊す,(こわす),[sound:壊す.wav]
壊れる,(こわれる),to be broken,,[sound:壊れる.wav]
to be broken,,壊れる,(こわれる),[sound:壊れる.wav]
コンサート,,concert,,[sound:コンサート.wav]
concert,,コンサート,,[sound:コンサート.wav]
今度,(こんど),"now,next time",,[sound:今度.wav]
"now,next time",,今度,(こんど),[sound:今度.wav]
コンピュータ,,computer,,[sound:コンピュータ.wav]
computer,,コンピュータ,,[sound:コンピュータ.wav]
コンピューター,,computer,,[sound:コンピューター.wav]
computer,,コンピューター,,[sound:コンピューター.wav]
今夜,(こんや),tonight,,[sound:今夜.wav]
tonight,,今夜,(こんや),[sound:今夜.wav]
最近,(さいきん),"latest,nowadays",,[sound:最近.wav]
"latest,nowadays",,最近,(さいきん),[sound:最近.wav]
最後,(さいご),"last,end",,[sound:最後.wav]
"last,end",,最後,(さいご),[sound:最後.wav]
最初,(さいしょ),"beginning,first",,[sound:最初.wav]
"beginning,first",,最初,(さいしょ),[sound:最初.wav]
坂,(さか),"slope,hill",,[sound:坂.wav]
"slope,hill",,坂,(さか),[sound:坂.wav]
探す,(さがす),to look for,,[sound:探す.wav]
to look for,,探す,(さがす),[sound:探す.wav]
下る,(さがる),"to get down,to descend",,[sound:下る.wav]
"to get down,to descend",,下る,(さがる),[sound:下る.wav]
盛ん,(さかん),"popularity,prosperous",,[sound:盛ん.wav]
"popularity,prosperous",,盛ん,(さかん),[sound:盛ん.wav]
下げる,(さげる),"to hang,to lower,to move back",,[sound:下げる.wav]
"to hang,to lower,to move back",,下げる,(さげる),[sound:下げる.wav]
差し上げる,(さしあげる),(polite) to give,,[sound:差し上げる.wav]
(polite) to give,,差し上げる,(さしあげる),[sound:差し上げる.wav]
先,(さっき),some time ago,,[sound:先.wav]
some time ago,,先,(さっき),[sound:先.wav]
寂しい,(さびしい),lonely,,[sound:寂しい.wav]
lonely,,寂しい,(さびしい),[sound:寂しい.wav]
さ来月,(さらいげつ),the month after next,,[sound:さ来月.wav]
the month after next,,さ来月,(さらいげつ),[sound:さ来月.wav]
さ来週,(さらいしゅう),the week after next,,[sound:さ来週.wav]
the week after next,,さ来週,(さらいしゅう),[sound:さ来週.wav]
サラダ,,salad,,[sound:サラダ.wav]
salad,,サラダ,,[sound:サラダ.wav]
騒ぐ,(さわぐ),"to make noise,to be excited",,[sound:騒ぐ.wav]
"to make noise,to be excited",,騒ぐ,(さわぐ),[sound:騒ぐ.wav]
触る,(さわる),to touch,,[sound:触る.wav]
to touch,,触る,(さわる),[sound:触る.wav]
産業,(さんぎょう),industry,,[sound:産業.wav]
