industry,,産業,(さんぎょう),[sound:産業.wav]
サンダル,,sandal,,[sound:サンダル.wav]
sandal,,サンダル,,[sound:サンダル.wav]
サンドイッチ,,sandwich,,[sound:サンドイッチ.wav]
sandwich,,サンドイッチ,,[sound:サンドイッチ.wav]
残念,(ざんねん),disappointment,,[sound:残念.wav]
disappointment,,残念,(ざんねん),[sound:残念.wav]
市,(し),city,,[sound:市.wav]
city,,市,(し),[sound:市.wav]
字,(じ),character,,[sound:字.wav]
character,,字,(じ),[sound:字.wav]
試合,(しあい),"match,game",,[sound:試合.wav]
"match,game",,試合,(しあい),[sound:試合.wav]
仕方,(しかた),method,,[sound:仕方.wav]
method,,仕方,(しかた),[sound:仕方.wav]
然る,(しかる),a particular,,[sound:然る.wav]
a particular,,然る,(しかる),[sound:然る.wav]
試験,(しけん),examination,,[sound:試験.wav]
examination,,試験,(しけん),[sound:試験.wav]
事故,(じこ),accident,,[sound:事故.wav]
accident,,事故,(じこ),[sound:事故.wav]
地震,(じしん),earthquake,,[sound:地震.wav]
earthquake,,地震,(じしん),[sound:地震.wav]
時代,(じだい),era,,[sound:時代.wav]
era,,時代,(じだい),[sound:時代.wav]
下着,(したぎ),underwear,,[sound:下着.wav]
underwear,,下着,(したぎ),[sound:下着.wav]
支度,(したく),to prepare,,[sound:支度.wav]
to prepare,,支度,(したく),[sound:支度.wav]
しっかり,,"firmly,steadily",,[sound:しっかり.wav]
"firmly,steadily",,しっかり,,[sound:しっかり.wav]
失敗,(しっぱい),"failure,mistake",,[sound:失敗.wav]
"failure,mistake",,失敗,(しっぱい),[sound:失敗.wav]
辞典,(じてん),dictionary,,[sound:辞典.wav]
dictionary,,辞典,(じてん),[sound:辞典.wav]
品物,(しなもの),goods,,[sound:品物.wav]
goods,,品物,(しなもの),[sound:品物.wav]
しばらく,,little while,,[sound:しばらく.wav]
little while,,しばらく,,[sound:しばらく.wav]
島,(しま),island,,[sound:島.wav]
island,,島,(しま),[sound:島.wav]
市民,(しみん),citizen,,[sound:市民.wav]
citizen,,市民,(しみん),[sound:市民.wav]
事務所,(じむしょ),office,,[sound:事務所.wav]
office,,事務所,(じむしょ),[sound:事務所.wav]
社会,(しゃかい),"society,public",,[sound:社会.wav]
"society,public",,社会,(しゃかい),[sound:社会.wav]
社長,(しゃちょう),company president,,[sound:社長.wav]
company president,,社長,(しゃちょう),[sound:社長.wav]
じゃま,,"hindrance,intrusion",,[sound:じゃま.wav]
"hindrance,intrusion",,じゃま,,[sound:じゃま.wav]
ジャム,,jam,,[sound:ジャム.wav]
jam,,ジャム,,[sound:ジャム.wav]
自由,(じゆう),freedom,,[sound:自由.wav]
freedom,,自由,(じゆう),[sound:自由.wav]
習慣,(しゅうかん),"custom,manners",,[sound:習慣.wav]
"custom,manners",,習慣,(しゅうかん),[sound:習慣.wav]
住所,(じゅうしょ),"an address,a residence",,[sound:住所.wav]
"an address,a residence",,住所,(じゅうしょ),[sound:住所.wav]
柔道,(じゅうどう),judo,,[sound:柔道.wav]
judo,,柔道,(じゅうどう),[sound:柔道.wav]
十分,(じゅうぶん),enough,,[sound:十分.wav]
enough,,十分,(じゅうぶん),[sound:十分.wav]
出席,(しゅっせき),to attend,,[sound:出席.wav]
to attend,,出席,(しゅっせき),[sound:出席.wav]
出発,(しゅっぱつ),to depart,,[sound:出発.wav]
to depart,,出発,(しゅっぱつ),[sound:出発.wav]
趣味,(しゅみ),hobby,,[sound:趣味.wav]
hobby,,趣味,(しゅみ),[sound:趣味.wav]
準備,(じゅんび),to prepare,,[sound:準備.wav]
to prepare,,準備,(じゅんび),[sound:準備.wav]
紹介,(しょうかい),introduction,,[sound:紹介.wav]
introduction,,紹介,(しょうかい),[sound:紹介.wav]
小学校,(しょうがっこう),elementary school,,[sound:小学校.wav]
elementary school,,小学校,(しょうがっこう),[sound:小学校.wav]
小説,(しょうせつ),novel,,[sound:小説.wav]
novel,,小説,(しょうせつ),[sound:小説.wav]
招待,(しょうたい),to invite,,[sound:招待.wav]
to invite,,招待,(しょうたい),[sound:招待.wav]
承知,(しょうち),to consent,,[sound:承知.wav]
to consent,,承知,(しょうち),[sound:承知.wav]
将来,(しょうらい),"future,prospects",,[sound:将来.wav]
"future,prospects",,将来,(しょうらい),[sound:将来.wav]
食事,(しょくじ),to have a meal,,[sound:食事.wav]
to have a meal,,食事,(しょくじ),[sound:食事.wav]
食料品,(しょくりょうひん),groceries,,[sound:食料品.wav]
groceries,,食料品,(しょくりょうひん),[sound:食料品.wav]
女性,(じょせい),woman,,[sound:女性.wav]
woman,,女性,(じょせい),[sound:女性.wav]
知らせる,(しらせる),to notify,,[sound:知らせる.wav]
to notify,,知らせる,(しらせる),[sound:知らせる.wav]
調べる,(しらべる),to investigate,,[sound:調べる.wav]
to investigate,,調べる,(しらべる),[sound:調べる.wav]
人口,(じんこう),population,,[sound:人口.wav]
population,,人口,(じんこう),[sound:人口.wav]
神社,(じんじゃ),Shinto shrine,,[sound:神社.wav]
Shinto shrine,,神社,(じんじゃ),[sound:神社.wav]
親切,(しんせつ),kindness,,[sound:親切.wav]
kindness,,親切,(しんせつ),[sound:親切.wav]
心配,(しんぱい),to worry,,[sound:心配.wav]
to worry,,心配,(しんぱい),[sound:心配.wav]
新聞社,(しんぶんしゃ),newspaper company,,[sound:新聞社.wav]
newspaper company,,新聞社,(しんぶんしゃ),[sound:新聞社.wav]
水泳,(すいえい),swimming,,[sound:水泳.wav]
swimming,,水泳,(すいえい),[sound:水泳.wav]
水道,(すいどう),water supply,,[sound:水道.wav]
water supply,,水道,(すいどう),[sound:水道.wav]
ずいぶん,,extremely,,[sound:ずいぶん.wav]
extremely,,ずいぶん,,[sound:ずいぶん.wav]
数学,(すうがく),"mathematics,arithmetic",,[sound:数学.wav]
"mathematics,arithmetic",,数学,(すうがく),[sound:数学.wav]
スーツ,,suit,,[sound:スーツ.wav]
suit,,スーツ,,[sound:スーツ.wav]
スーツケース,,suitcase,,[sound:スーツケース.wav]
suitcase,,スーツケース,,[sound:スーツケース.wav]
過ぎる,(すぎる),to exceed,,[sound:過ぎる.wav]
to exceed,,過ぎる,(すぎる),[sound:過ぎる.wav]
空く,(すく),to become empty,,[sound:空く.wav]
to become empty,,空く,(すく),[sound:空く.wav]
スクリーン,,screen,,[sound:スクリーン.wav]
screen,,スクリーン,,[sound:スクリーン.wav]
凄い,(すごい),terrific,,[sound:凄い.wav]
terrific,,凄い,(すごい),[sound:凄い.wav]
進む,(すすむ),to make progress,,[sound:進む.wav]
to make progress,,進む,(すすむ),[sound:進む.wav]
すっかり,,completely,,[sound:すっかり.wav]
completely,,すっかり,,[sound:すっかり.wav]
すっと,,"straight,all of a sudden",,[sound:すっと.wav]
"straight,all of a sudden",,すっと,,[sound:すっと.wav]
ステーキ,,steak,,[sound:ステーキ.wav]
steak,,ステーキ,,[sound:ステーキ.wav]
捨てる,(すてる),to throw away,,[sound:捨てる.wav]
to throw away,,捨てる,(すてる),[sound:捨てる.wav]
ステレオ,,stereo,,[sound:ステレオ.wav]
stereo,,ステレオ,,[sound:ステレオ.wav]
砂,(すな),sand,,[sound:砂.wav]
sand,,砂,(すな),[sound:砂.wav]
すばらしい,,wonderful,,[sound:すばらしい.wav]
wonderful,,すばらしい,,[sound:すばらしい.wav]
滑る,(すべる),"to slide,to slip",,[sound:滑る.wav]
"to slide,to slip",,滑る,(すべる),[sound:滑る.wav]
隅,(すみ),"corner,nook",,[sound:隅.wav]
"corner,nook",,隅,(すみ),[sound:隅.wav]
済む,(すむ),to finish,,[sound:済む.wav]
to finish,,済む,(すむ),[sound:済む.wav]
掏摸,(すり),pickpocket,,[sound:掏摸.wav]
pickpocket,,掏摸,(すり),[sound:掏摸.wav]
すると,,then,,[sound:すると.wav]
then,,すると,,[sound:すると.wav]
生活,(せいかつ),to live,,[sound:生活.wav]
to live,,生活,(せいかつ),[sound:生活.wav]
生産,(せいさん),to produce,,[sound:生産.wav]
to produce,,生産,(せいさん),[sound:生産.wav]
政治,(せいじ),"politics,government",,[sound:政治.wav]
"politics,government",,政治,(せいじ),[sound:政治.wav]
西洋,(せいよう),western countries,,[sound:西洋.wav]
western countries,,西洋,(せいよう),[sound:西洋.wav]
世界,(せかい),the world,,[sound:世界.wav]
the world,,世界,(せかい),[sound:世界.wav]
席,(せき),seat,,[sound:席.wav]
seat,,席,(せき),[sound:席.wav]
説明,(せつめい),explanation,,[sound:説明.wav]
explanation,,説明,(せつめい),[sound:説明.wav]
背中,(せなか),back of the body,,[sound:背中.wav]
back of the body,,背中,(せなか),[sound:背中.wav]
ぜひ,,without fail,,[sound:ぜひ.wav]
without fail,,ぜひ,,[sound:ぜひ.wav]
世話,(せわ),to look after,,[sound:世話.wav]
to look after,,世話,(せわ),[sound:世話.wav]
線,(せん),line,,[sound:線.wav]
line,,線,(せん),[sound:線.wav]
全然,(ぜんぜん),not entirely (used in a negative sentence),,[sound:全然.wav]
not entirely (used in a negative sentence),,全然,(ぜんぜん),[sound:全然.wav]
戦争,(せんそう),war,,[sound:戦争.wav]
war,,戦争,(せんそう),[sound:戦争.wav]
先輩,(せんぱい),senior,,[sound:先輩.wav]
senior,,先輩,(せんぱい),[sound:先輩.wav]
そう,,really,,[sound:そう.wav]
really,,そう,,[sound:そう.wav]
相談,(そうだん),to discuss,,[sound:相談.wav]
to discuss,,相談,(そうだん),[sound:相談.wav]
育てる,(そだてる),"to rear,to bring up",,[sound:育てる.wav]
"to rear,to bring up",,育てる,(そだてる),[sound:育てる.wav]
卒業,(そつぎょう),graduation,,[sound:卒業.wav]
graduation,,卒業,(そつぎょう),[sound:卒業.wav]
祖父,(そふ),grandfather,,[sound:祖父.wav]
grandfather,,祖父,(そふ),[sound:祖父.wav]
ソフト,,soft,,[sound:ソフト.wav]
soft,,ソフト,,[sound:ソフト.wav]
祖母,(そぼ),grandmother,,[sound:祖母.wav]
grandmother,,祖母,(そぼ),[sound:祖母.wav]
それで,,because of that,,[sound:それで.wav]
because of that,,それで,,[sound:それで.wav]
それに,,moreover,,[sound:それに.wav]
moreover,,それに,,[sound:それに.wav]
それほど,,to that extent,,[sound:それほど.wav]
to that extent,,それほど,,[sound:それほど.wav]
そろそろ,,"gradually,soon",,[sound:そろそろ.wav]
"gradually,soon",,そろそろ,,[sound:そろそろ.wav]
そんな,,that sort of,,[sound:そんな.wav]
that sort of,,そんな,,[sound:そんな.wav]
そんなに,,"so much,like that",,[sound:そんなに.wav]
"so much,like that",,そんなに,,[sound:そんなに.wav]
退院,(たいいん),to leave hospital,,[sound:退院.wav]
to leave hospital,,退院,(たいいん),[sound:退院.wav]
大学生,(だいがくせい),university student,,[sound:大学生.wav]
university student,,大学生,(だいがくせい),[sound:大学生.wav]
大事,(だいじ),"important,valuable,serious matter",,[sound:大事.wav]
"important,valuable,serious matter",,大事,(だいじ),[sound:大事.wav]
大体,(だいたい),generally,,[sound:大体.wav]
generally,,大体,(だいたい),[sound:大体.wav]
大抵,(たいてい),usually,,[sound:大抵.wav]
usually,,大抵,(たいてい),[sound:大抵.wav]
タイプ,,"type,style",,[sound:タイプ.wav]
"type,style",,タイプ,,[sound:タイプ.wav]
大分,(だいぶ),greatly,,[sound:大分.wav]
greatly,,大分,(だいぶ),[sound:大分.wav]
台風,(たいふう),typhoon,,[sound:台風.wav]
typhoon,,台風,(たいふう),[sound:台風.wav]
倒れる,(たおれる),to break down,,[sound:倒れる.wav]
to break down,,倒れる,(たおれる),[sound:倒れる.wav]
だから,,"so,therefore",,[sound:だから.wav]
"so,therefore",,だから,,[sound:だから.wav]
確か,(たしか),definite,,[sound:確か.wav]
definite,,確か,(たしか),[sound:確か.wav]
足す,(たす),to add a number,,[sound:足す.wav]
to add a number,,足す,(たす),[sound:足す.wav]
訪ねる,(たずねる),to visit,,[sound:訪ねる.wav]
to visit,,訪ねる,(たずねる),[sound:訪ねる.wav]
尋ねる,(たずねる),to ask,,[sound:尋ねる.wav]
to ask,,尋ねる,(たずねる),[sound:尋ねる.wav]
正しい,(ただしい),correct,,[sound:正しい.wav]
correct,,正しい,(ただしい),[sound:正しい.wav]
畳,(たたみ),Japanese straw mat,,[sound:畳.wav]
Japanese straw mat,,畳,(たたみ),[sound:畳.wav]
立てる,(たてる),to stand something up,,[sound:立てる.wav]
to stand something up,,立てる,(たてる),[sound:立てる.wav]
建てる,(たてる),to build,,[sound:建てる.wav]
to build,,建てる,(たてる),[sound:建てる.wav]
例えば,(たとえば),for example,,[sound:例えば.wav]
for example,,例えば,(たとえば),[sound:例えば.wav]
棚,(たな),shelves,,[sound:棚.wav]
shelves,,棚,(たな),[sound:棚.wav]
楽しみ,(たのしみ),joy,,[sound:楽しみ.wav]
joy,,楽しみ,(たのしみ),[sound:楽しみ.wav]
楽む,(たのしむ),to enjoy oneself,,[sound:楽む.wav]
to enjoy oneself,,楽む,(たのしむ),[sound:楽む.wav]
たまに,,occasionally,,[sound:たまに.wav]
occasionally,,たまに,,[sound:たまに.wav]
為,(ため),in order to,,[sound:為.wav]
in order to,,為,(ため),[sound:為.wav]
だめ,,no good,,[sound:だめ.wav]
no good,,だめ,,[sound:だめ.wav]
足りる,(たりる),to be enough,,[sound:足りる.wav]
to be enough,,足りる,(たりる),[sound:足りる.wav]
男性,(だんせい),male,,[sound:男性.wav]
male,,男性,(だんせい),[sound:男性.wav]
暖房,(だんぼう),heating,,[sound:暖房.wav]
heating,,暖房,(だんぼう),[sound:暖房.wav]
血,(ち),blood,,[sound:血.wav]
blood,,血,(ち),[sound:血.wav]
チェック,,to check,,[sound:チェック.wav]
to check,,チェック,,[sound:チェック.wav]
力,(ちから),"strength,power",,[sound:力.wav]
"strength,power",,力,(ちから),[sound:力.wav]
ちっとも,,not at all (used with a negative verb),,[sound:ちっとも.wav]
not at all (used with a negative verb),,ちっとも,,[sound:ちっとも.wav]
ちゃん,,suffix for familiar female person,,[sound:ちゃん.wav]
suffix for familiar female person,,ちゃん,,[sound:ちゃん.wav]
注意,(ちゅうい),caution,,[sound:注意.wav]
caution,,注意,(ちゅうい),[sound:注意.wav]
中学校,(ちゅうがっこう),"junior high school,middle school",,[sound:中学校.wav]
"junior high school,middle school",,中学校,(ちゅうがっこう),[sound:中学校.wav]
注射,(ちゅうしゃ),injection,,[sound:注射.wav]
injection,,注射,(ちゅうしゃ),[sound:注射.wav]
駐車場,(ちゅうしゃじょう),parking lot,,[sound:駐車場.wav]
parking lot,,駐車場,(ちゅうしゃじょう),[sound:駐車場.wav]
地理,(ちり),geography,,[sound:地理.wav]
geography,,地理,(ちり),[sound:地理.wav]
捕まえる,(つかまえる),to seize,,[sound:捕まえる.wav]
to seize,,捕まえる,(つかまえる),[sound:捕まえる.wav]
月,(つき),moon,,[sound:月.wav]
moon,,月,(つき),[sound:月.wav]
付く,(つく),to be attached,,[sound:付く.wav]
to be attached,,付く,(つく),[sound:付く.wav]
漬ける,(つける),"to soak,to pickle",,[sound:漬ける.wav]
"to soak,to pickle",,漬ける,(つける),[sound:漬ける.wav]
都合,(つごう),"circumstances,convenience",,[sound:都合.wav]
"circumstances,convenience",,都合,(つごう),[sound:都合.wav]
伝える,(つたえる),to report,,[sound:伝える.wav]
to report,,伝える,(つたえる),[sound:伝える.wav]
続く,(つづく),to be continued,,[sound:続く.wav]
to be continued,,続く,(つづく),[sound:続く.wav]
続ける,(つづける),to continue,,[sound:続ける.wav]
to continue,,続ける,(つづける),[sound:続ける.wav]
包む,(つつむ),to wrap,,[sound:包む.wav]
to wrap,,包む,(つつむ),[sound:包む.wav]
妻,(つま),(humble) wife,,[sound:妻.wav]
(humble) wife,,妻,(つま),[sound:妻.wav]
積もり,(つもり),intention,,[sound:積もり.wav]
intention,,積もり,(つもり),[sound:積もり.wav]
釣る,(つる),to fish,,[sound:釣る.wav]
to fish,,釣る,(つる),[sound:釣る.wav]
連れる,(つれる),to lead,,[sound:連れる.wav]
to lead,,連れる,(つれる),[sound:連れる.wav]
丁寧,(ていねい),polite,,[sound:丁寧.wav]
polite,,丁寧,(ていねい),[sound:丁寧.wav]
テキスト,,"text,text book",,[sound:テキスト.wav]
"text,text book",,テキスト,,[sound:テキスト.wav]
適当,(てきとう),suitability,,[sound:適当.wav]
suitability,,適当,(てきとう),[sound:適当.wav]
できるだけ,,as much as possible,,[sound:できるだけ.wav]
as much as possible,,できるだけ,,[sound:できるだけ.wav]
手伝う,(てつだう),to assist,,[sound:手伝う.wav]
to assist,,手伝う,(てつだう),[sound:手伝う.wav]
テニス,,tennis,,[sound:テニス.wav]
tennis,,テニス,,[sound:テニス.wav]
手袋,(てぶくろ),glove,,[sound:手袋.wav]
glove,,手袋,(てぶくろ),[sound:手袋.wav]
寺,(てら),temple,,[sound:寺.wav]
temple,,寺,(てら),[sound:寺.wav]
点,(てん),"point,dot",,[sound:点.wav]
"point,dot",,点,(てん),[sound:点.wav]
店員,(てんいん),shop assistant,,[sound:店員.wav]
shop assistant,,店員,(てんいん),[sound:店員.wav]
天気予報,(てんきよほう),weather forecast,,[sound:天気予報.wav]
weather forecast,,天気予報,(てんきよほう),[sound:天気予報.wav]
電灯,(でんとう),electric light,,[sound:電灯.wav]
electric light,,電灯,(でんとう),[sound:電灯.wav]
電報,(でんぽう),telegram,,[sound:電報.wav]
telegram,,電報,(でんぽう),[sound:電報.wav]
展覧会,(てんらんかい),exhibition,,[sound:展覧会.wav]
exhibition,,展覧会,(てんらんかい),[sound:展覧会.wav]
都,(と),metropolitan,,[sound:都.wav]
metropolitan,,都,(と),[sound:都.wav]
道具,(どうぐ),"tool,means",,[sound:道具.wav]
"tool,means",,道具,(どうぐ),[sound:道具.wav]
到頭,(とうとう),"finally, after all",,[sound:到頭.wav]
"finally, after all",,到頭,(とうとう),[sound:到頭.wav]
動物園,(どうぶつえん),zoo,,[sound:動物園.wav]
zoo,,動物園,(どうぶつえん),[sound:動物園.wav]
遠く,(とおく),distant,,[sound:遠く.wav]
distant,,遠く,(とおく),[sound:遠く.wav]
通る,(とおる),to go through,,[sound:通る.wav]
to go through,,通る,(とおる),[sound:通る.wav]
特に,(とくに),"particularly,especially",,[sound:特に.wav]
"particularly,especially",,特に,(とくに),[sound:特に.wav]
特別,(とくべつ),special,,[sound:特別.wav]
special,,特別,(とくべつ),[sound:特別.wav]
とこや,,barber,,[sound:とこや.wav]
barber,,とこや,,[sound:とこや.wav]
途中,(とちゅう),on the way,,[sound:途中.wav]
on the way,,途中,(とちゅう),[sound:途中.wav]
特急,(とっきゅう),limited express train (faster than an express train),,[sound:特急.wav]
limited express train (faster than an express train),,特急,(とっきゅう),[sound:特急.wav]
届ける,(とどける),to reach,,[sound:届ける.wav]
to reach,,届ける,(とどける),[sound:届ける.wav]
泊まる,(とまる),to lodge at,,[sound:泊まる.wav]
to lodge at,,泊まる,(とまる),[sound:泊まる.wav]
止める,(とめる),to stop something,,[sound:止める.wav]
to stop something,,止める,(とめる),[sound:止める.wav]
取り替える,(とりかえる),to exchange,,[sound:取り替える.wav]
to exchange,,取り替える,(とりかえる),[sound:取り替える.wav]
泥棒,(どろぼう),thief,,[sound:泥棒.wav]
thief,,泥棒,(どろぼう),[sound:泥棒.wav]
どんどん,,more and more,,[sound:どんどん.wav]
more and more,,どんどん,,[sound:どんどん.wav]
直す,(なおす),"to fix,to repair",,[sound:直す.wav]
"to fix,to repair",,直す,(なおす),[sound:直す.wav]
直る,(なおる),"to be fixed,to be repaired",,[sound:直る.wav]
"to be fixed,to be repaired",,直る,(なおる),[sound:直る.wav]
治る,(なおる),"to be cured,to heal",,[sound:治る.wav]
"to be cured,to heal",,治る,(なおる),[sound:治る.wav]
中々,(なかなか),considerably,,[sound:中々.wav]
considerably,,中々,(なかなか),[sound:中々.wav]
泣く,(なく),to weep,,[sound:泣く.wav]
to weep,,泣く,(なく),[sound:泣く.wav]
無くなる,(なくなる),"to disappear,to get lost",,[sound:無くなる.wav]
"to disappear,to get lost",,無くなる,(なくなる),[sound:無くなる.wav]
亡くなる,(なくなる),to die,,[sound:亡くなる.wav]
to die,,亡くなる,(なくなる),[sound:亡くなる.wav]
投げる,(なげる),to throw or cast away,,[sound:投げる.wav]
to throw or cast away,,投げる,(なげる),[sound:投げる.wav]
なさる,,(respectful) to do,,[sound:なさる.wav]
(respectful) to do,,なさる,,[sound:なさる.wav]
鳴る,(なる),to sound,,[sound:鳴る.wav]
to sound,,鳴る,(なる),[sound:鳴る.wav]
なるべく,,as much as possible,,[sound:なるべく.wav]
as much as possible,,なるべく,,[sound:なるべく.wav]
なるほど,,now I understand,,[sound:なるほど.wav]
now I understand,,なるほど,,[sound:なるほど.wav]
慣れる,(なれる),to grow accustomed to,,[sound:慣れる.wav]
to grow accustomed to,,慣れる,(なれる),[sound:慣れる.wav]
におい,,a smell,,[sound:におい.wav]
a smell,,におい,,[sound:におい.wav]
苦い,(にがい),bitter,,[sound:苦い.wav]
bitter,,苦い,(にがい),[sound:苦い.wav]
二階建て,(にかいだて),two storied,,[sound:二階建て.wav]
two storied,,二階建て,(にかいだて),[sound:二階建て.wav]
逃げる,(にげる),to escape,,[sound:逃げる.wav]
to escape,,逃げる,(にげる),[sound:逃げる.wav]
日記,(にっき),journal,,[sound:日記.wav]
journal,,日記,(にっき),[sound:日記.wav]
入院,(にゅういん),to hospitalise,,[sound:入院.wav]
to hospitalise,,入院,(にゅういん),[sound:入院.wav]
入学,(にゅうがく),to enter school or university,,[sound:入学.wav]
to enter school or university,,入学,(にゅうがく),[sound:入学.wav]
似る,(にる),to be similar,,[sound:似る.wav]
to be similar,,似る,(にる),[sound:似る.wav]
人形,(にんぎょう),"doll, figure",,[sound:人形.wav]
"doll, figure",,人形,(にんぎょう),[sound:人形.wav]
盗む,(ぬすむ),to steal,,[sound:盗む.wav]
to steal,,盗む,(ぬすむ),[sound:盗む.wav]
塗る,(ぬる),"to paint,to plaster",,[sound:塗る.wav]
"to paint,to plaster",,塗る,(ぬる),[sound:塗る.wav]
ぬれる,,to get wet,,[sound:ぬれる.wav]
to get wet,,ぬれる,,[sound:ぬれる.wav]
ねだん,,price,,[sound:ねだん.wav]
price,,ねだん,,[sound:ねだん.wav]
熱,(ねつ),fever,,[sound:熱.wav]
fever,,熱,(ねつ),[sound:熱.wav]
ねっしん,,enthusiasm,,[sound:ねっしん.wav]
enthusiasm,,ねっしん,,[sound:ねっしん.wav]
寝坊,(ねぼう),sleeping in late,,[sound:寝坊.wav]
sleeping in late,,寝坊,(ねぼう),[sound:寝坊.wav]
眠い,(ねむい),sleepy,,[sound:眠い.wav]
sleepy,,眠い,(ねむい),[sound:眠い.wav]
眠る,(ねむる),to sleep,,[sound:眠る.wav]
to sleep,,眠る,(ねむる),[sound:眠る.wav]
残る,(のこる),to remain,,[sound:残る.wav]
to remain,,残る,(のこる),[sound:残る.wav]
喉,(のど),throat,,[sound:喉.wav]
throat,,喉,(のど),[sound:喉.wav]
乗り換える,(のりかえる),to change between buses or trains,,[sound:乗り換える.wav]
to change between buses or trains,,乗り換える,(のりかえる),[sound:乗り換える.wav]
乗り物,(のりもの),vehicle,,[sound:乗り物.wav]
vehicle,,乗り物,(のりもの),[sound:乗り物.wav]
葉,(は),leaf,,[sound:葉.wav]
leaf,,葉,(は),[sound:葉.wav]
場合,(ばあい),situation,,[sound:場合.wav]
situation,,場合,(ばあい),[sound:場合.wav]
パート,,part time,,[sound:パート.wav]
part time,,パート,,[sound:パート.wav]
倍,(ばい),double,,[sound:倍.wav]
double,,倍,(ばい),[sound:倍.wav]
拝見,(はいけん),(humble) to look at,,[sound:拝見.wav]
(humble) to look at,,拝見,(はいけん),[sound:拝見.wav]
歯医者,(はいしゃ),dentist,,[sound:歯医者.wav]
dentist,,歯医者,(はいしゃ),[sound:歯医者.wav]
運ぶ,(はこぶ),to transport,,[sound:運ぶ.wav]
to transport,,運ぶ,(はこぶ),[sound:運ぶ.wav]
始める,(はじめる),to begin,,[sound:始める.wav]
to begin,,始める,(はじめる),[sound:始める.wav]
場所,(ばしょ),location,,[sound:場所.wav]
location,,場所,(ばしょ),[sound:場所.wav]
筈,(はず),it should be so,,[sound:筈.wav]
it should be so,,筈,(はず),[sound:筈.wav]
恥ずかしい,(はずかしい),embarrassed,,[sound:恥ずかしい.wav]
embarrassed,,恥ずかしい,(はずかしい),[sound:恥ずかしい.wav]
パソコン,,personal computer,,[sound:パソコン.wav]
personal computer,,パソコン,,[sound:パソコン.wav]
発音,(はつおん),pronunciation,,[sound:発音.wav]
pronunciation,,発音,(はつおん),[sound:発音.wav]
はっきり,,clearly,,[sound:はっきり.wav]
clearly,,はっきり,,[sound:はっきり.wav]
花見,(はなみ),cherry-blossom viewing,,[sound:花見.wav]
cherry-blossom viewing,,花見,(はなみ),[sound:花見.wav]
林,(はやし),"woods,forester",,[sound:林.wav]
"woods,forester",,林,(はやし),[sound:林.wav]
払う,(はらう),to pay,,[sound:払う.wav]
to pay,,払う,(はらう),[sound:払う.wav]
番組,(ばんぐみ),television or radio program,,[sound:番組.wav]
television or radio program,,番組,(ばんぐみ),[sound:番組.wav]
反対,(はんたい),opposition,,[sound:反対.wav]
opposition,,反対,(はんたい),[sound:反対.wav]
ハンドバッグ,,handbag　,,[sound:ハンドバッグ.wav]
handbag　,,ハンドバッグ,,[sound:ハンドバッグ.wav]
日,(ひ),"day, sun",,[sound:日.wav]
"day, sun",,日,(ひ),[sound:日.wav]
火,(ひ),fire,,[sound:火.wav]
fire,,火,(ひ),[sound:火.wav]
ピアノ,,piano,,[sound:ピアノ.wav]
piano,,ピアノ,,[sound:ピアノ.wav]
冷える,(ひえる),to grow cold,,[sound:冷える.wav]
to grow cold,,冷える,(ひえる),[sound:冷える.wav]
光,(ひかり),light,,[sound:光.wav]
light,,光,(ひかり),[sound:光.wav]
光る,(ひかる),"to shine,to glitter",,[sound:光る.wav]
"to shine,to glitter",,光る,(ひかる),[sound:光る.wav]
引き出し,(ひきだし),"drawer,drawing out",,[sound:引き出し.wav]
"drawer,drawing out",,引き出し,(ひきだし),[sound:引き出し.wav]
引き出す,(ひきだす),to withdraw,,[sound:引き出す.wav]
to withdraw,,引き出す,(ひきだす),[sound:引き出す.wav]
髭,(ひげ),beard,,[sound:髭.wav]
beard,,髭,(ひげ),[sound:髭.wav]
飛行場,(ひこうじょう),airport,,[sound:飛行場.wav]
airport,,飛行場,(ひこうじょう),[sound:飛行場.wav]
久しぶり,(ひさしぶり),after a long time,,[sound:久しぶり.wav]
after a long time,,久しぶり,(ひさしぶり),[sound:久しぶり.wav]
美術館,(びじゅつかん),art gallery,,[sound:美術館.wav]
art gallery,,美術館,(びじゅつかん),[sound:美術館.wav]
非常に,(ひじょうに),extremely,,[sound:非常に.wav]
extremely,,非常に,(ひじょうに),[sound:非常に.wav]
びっくり,,to be surprised,,[sound:びっくり.wav]
to be surprised,,びっくり,,[sound:びっくり.wav]
引っ越す,(ひっこす),to move house,,[sound:引っ越す.wav]
to move house,,引っ越す,(ひっこす),[sound:引っ越す.wav]
必要,(ひつよう),necessary,,[sound:必要.wav]
necessary,,必要,(ひつよう),[sound:必要.wav]
ひどい,,awful,,[sound:ひどい.wav]
awful,,ひどい,,[sound:ひどい.wav]
開く,(ひらく),to open an event,,[sound:開く.wav]
to open an event,,開く,(ひらく),[sound:開く.wav]
ビル,,building or bill,,[sound:ビル.wav]
building or bill,,ビル,,[sound:ビル.wav]
昼間,(ひるま),"daytime,during the day",,[sound:昼間.wav]
"daytime,during the day",,昼間,(ひるま),[sound:昼間.wav]
昼休み,(ひるやすみ),noon break,,[sound:昼休み.wav]
noon break,,昼休み,(ひるやすみ),[sound:昼休み.wav]
拾う,(ひろう),"to pick up,to gather",,[sound:拾う.wav]
"to pick up,to gather",,拾う,(ひろう),[sound:拾う.wav]
